embedding_id,mainaccord1,all_notes
4048,lactonic,"['cardamom', 'italian lemon', 'pink pepper', 'yogurt', 'water lily', 'rose', 'bourbon vanilla', 'cedar', 'vetiver']"
6826,fruity,"['peach', 'litchi', 'mandarin orange', 'bergamot', 'lily', 'plum', 'jasmine', 'lily-of-the-valley', 'vanilla', 'amber', 'musk', 'vetiver']"
19507,caramel,"['mandarin orange', 'clary sage', 'caramel', 'tonka bean', 'vetiver']"
5060,lactonic,"['pomelo', 'bergamot', 'grapefruit', 'apricot', 'praline', 'nutmeg', 'jasmine', 'peony', 'milk', 'vanilla', 'sandalwood', 'amber', 'white musk']"
6829,ozonic,"['cucumber', 'citruses', 'green tea', 'watermelon', 'french violet', 'ambrette (musk mallow)', 'amber']"
1922,cacao,"['cacao', 'olibanum', 'bergamot', 'nutmeg', 'jasmine', 'anise', 'benzoin', 'madagascar pepper', 'labdanum', 'tobacco', 'cedar', 'haitian vetiver']"
17122,leather,"['pink pepper', 'bergamot', 'jasmine', 'leather', 'oak moss', 'patchouli']"
3042,cherry,"['cherry', 'spices', 'coffee', 'white tobacco', 'patchouli', 'atlas cedar', 'rose', 'tonka bean', 'amber', 'musk']"
21094,almond,"['amaretto', 'amber', 'hibiscus', 'bulgarian rose', 'vanilla', 'amber', 'white pepper', 'white flowers', 'cherry', 'almond', 'tonka bean', 'styrax', 'cedar']"
8348,violet,"['pepper', 'orange pepper', 'pimento', 'apricot', 'coriander', 'fresh almond', 'brazilian rosewood', 'violet', 'japanese osmanthus', 'rose', 'jasmine', 'vanilla', 'amber', 'patchouli', 'cedar']"
19333,citrus,"['orange', 'grapefruit', 'pepper', 'pelargonium', 'flint', 'vetiver', 'cedar', 'patchouli', 'benzoin']"
16834,honey,"['honey', 'agarwood (oud)', 'nutmeg', 'juniper', 'strawberry leaf', 'leather', 'amber', 'cedar']"
13349,yellow floral,"['dandelion', 'basil', 'black currant', 'cyclamen', 'jasmine', 'musk', 'guaiac wood', 'amber']"
4968,cherry,"['sicilian lemon', 'jasmine', 'orange', 'black cherry', 'heliotrope', 'amber', 'woody notes']"
17959,tobacco,"['apple', 'smoke', 'cinnamon', 'tobacco', 'moss', 'bourbon vanilla', 'orcanox\x99']"
5014,caramel,"['caramel', 'powdery notes', 'musk', 'benzoin', 'vanilla']"
1670,cherry,"['cherry', 'watermelon', 'bergamot', 'violet', 'sandalwood', 'rose', 'violet leaf', 'amber', 'musk', 'virginia cedar']"
10749,aldehydic,"['aldehydes', 'bergamot', 'heliotrope', 'jasmine', 'white musk', 'cashmeran']"
11096,tuberose,"['clover', 'violet leaf', 'green mandarin', 'tuberose', 'mimosa', 'jasmine sambac', 'tonka bean', 'amber', 'bourbon vanilla']"
3600,marine,"['sea water', 'lilac', 'jasmine', 'rose', 'fenugreek', 'patchouli', 'musk', 'tonka bean', 'vanilla']"
13729,anis,"['star anise', 'bergamot', 'brazilian rosewood', 'caraway', 'fennel', 'iris', 'jasmine', 'vanilla', 'musk', 'amber']"
9261,citrus,"['grapefruit', 'bergamot', 'sicilian mandarin', 'juniper', 'pepper', 'rosemary', 'brazilian rosewood', 'musk', 'incense', 'oakmoss']"
5775,white floral,"['violet leaf', 'blood grapefruit', 'strawberry', 'violet', 'gardenia', 'jasmine', 'musk', 'white woods', 'vanilla']"
10357,coffee,"['absinthe', 'boysenberry', 'coffee', 'jasmine sambac', 'orange blossom', 'vanilla', 'licorice', 'sandalwood']"
9582,caramel,"['litchi', 'mandarin orange', 'lily-of-the-valley', 'bergamot', 'tuberose', 'caramel', 'vanila', 'amber', 'sandalwood']"
4102,warm spicy,"['blood mandarin', 'grapefruit', 'mint', 'cinnamon', 'spicy notes', 'rose', 'amber', 'leather', 'woody notes', 'indian patchouli']"
16835,coffee,"['lavender', 'bergamot', 'cappuccino', 'raspberry', 'jasmine', 'virginia cedar', 'lily-of-the-valley', 'vanille', 'amber', 'sandalwood', 'patchouli']"
17496,coconut,"['bergamot', 'mandarin orange', 'tiare flower', 'myrhh', 'jasmine', 'african orange flower', 'magnolia', 'coconut', 'caramel', 'sandalwood', 'amber', 'vetiver']"
11790,vanilla,"['west indian bay', 'pink pepper', 'bergamot', 'heliotrope', 'almond', 'jasmine', 'vanilla', 'tonka bean', 'sandalwood', 'patchouli']"
15380,mossy,"['bergamot', 'citruses', 'jasmine', 'rose', 'peach', 'ylang-ylang', 'jasmine', 'rose', 'lilac', 'oakmoss', 'spices', 'cinnamon', 'vetiver', 'amber']"
3524,cacao,"['apple', 'cassis', 'pineapple', 'cacao', 'iris', 'egyptian jasmine', 'patchouli', 'amber', 'vanilla', 'musk', 'sandalwood']"
11732,fruity,"['litchi', 'red currant', 'rose', 'vanilla', 'vetiver']"
15960,violet,"['red berries', 'violet', 'iris', 'african orange flower', 'tonka bean', 'sandalwood', 'woodsy notes']"
20761,cinnamon,"['cinnamon', 'tangerine', 'plum', 'mimosa', 'amber', 'patchouli']"
20348,amber,"['jasmine', 'cashmere wood', 'orris root', 'vanilla pod', 'white amber', 'myrrh', 'incense']"
13449,sweet,"['neroli', 'bergamot', 'pink pepper', 'coriander', 'orange blossom', 'honeysuckle', 'jasmine', 'iris', 'rose', 'sugar', 'vanilla', 'caramel', 'musk', 'civet', 'labdanum']"
6352,aromatic,"['citruses', 'bergamot', 'juniper', 'anise', 'brazilian rosewood', 'basil', 'lavender', 'rose', 'carnation', 'jasmine', 'heliotrope', 'geranium', 'sage', 'fir', 'lily-of-the-valley', 'vanilla', 'tonka bean', 'sandalwood', 'iris', 'musk', 'amber', 'cedar', 'patchouli', 'vetiver']"
17973,patchouli,"['bergamot', 'mandarin orange', 'rose', 'patchouli', 'amber', 'vanilla']"
19832,animalic,"['artemisia', 'basil', 'tangerine', 'bergamot', 'amalfi lemon', 'white honey', 'rose', 'jasmine', 'peach', 'pepper', 'civetta', 'oak moss', 'leather', 'patchouli', 'woodsy notes', 'virginia cedar']"
17768,iris,"['iris', 'coriander', 'carnation', 'amber', 'iris', 'neroli', 'rose', 'cedar', 'almond tree', 'honey', 'vanilla']"
5756,lavender,"['grapefruit', 'lavender', 'birch', 'woodsy notes']"
14515,vanilla,"['mint', 'green apple', 'lemon', 'tonka bean', 'ambroxan', 'geranium', 'madagascar vanilla', 'virginian cedar', 'atlas cedar', 'vetiver', 'oakmoss']"
17476,citrus,"['amalfi lemon', 'bergamot', 'neroli', 'magnolia', 'jasmine', 'iris', 'musk']"
12410,almond,"['almond', 'brazilian rosewood', 'rose', 'geranium', 'plum', 'virginia cedar', 'celery', 'heliotrope', 'tonka bean', 'musk']"
12160,marine,"['sea notes', 'red fruits', 'bergamot', 'violet', 'white woods', 'sandalwood', 'musk', 'ambroxan', 'vetiver']"
13719,nutty,"['lemon', 'bergamot', 'jasmine', 'lily-of-the-valley', 'hazelnut', 'vanilla', 'amber', 'musk']"
16820,musky,"['plum', 'pink pepper', 'bergamot', 'musk', 'rose', 'tuberose', 'vanilla']"
12505,powdery,"['iris', 'bulgarian rose', 'musk', 'tuberose', 'orange blossom', 'tonka bean', 'vanilla', 'white cedar extract', 'cedar', 'sandalwood', 'vetiver']"
20774,sweet,"['cinnamon', 'nutmeg', 'bergamot', 'dates', 'praline', 'tuberose', 'mahonial', 'vanilla', 'tonka bean', 'amberwood', 'myrrh', 'benzoin', 'akigalawood']"
8989,floral,"['sweet pea', 'mandarin orange', 'gardenia', 'orchid', 'musk', 'sandalwood', 'woodsy notes', 'vanilla']"
10315,fruity,"['lavender', 'pineapple', 'bergamot', 'lemon verbena', 'red apple', 'dried fruits', 'oak moss', 'geranium', 'coumarin', 'rose', 'tonka bean', 'sandalwood']"
13208,amber,"['violet', 'pink pepper', 'caraway', 'bergamot', 'verbena', 'tuscan iris', 'bulgarian rose', 'black pepper', 'nutmeg', 'geranium', 'clary sage', 'indonesian patchouli leaf', 'amber', 'vanilla', 'civet', 'leather', 'opoponax', 'benzoin', 'vetiver', 'styrax']"
11885,mossy,"['bergamot', 'pink pepper', 'black pepper', 'rose', 'water jasmine', 'green tea', 'oakmoss', 'patchouli', 'musk']"
11306,mossy,"['sichuan pepper', 'oakmoss', 'violet leaves']"
19785,citrus,"['lemon', 'peach', 'ginger', 'mandarin orange', 'lavender', 'bergamot', 'pepper', 'cedar', 'patchouli', 'vetiver', 'brazilian rosewood', 'rose', 'jasmine', 'gardenia', 'freesia', 'anise', 'vanilla', 'tonka bean', 'sandalwood', 'coconut', 'amber', 'benzoin', 'musk', 'leather', 'oakmoss']"
7569,violet,"['violet', 'black currant', 'bergamot', 'lemon', 'violet', 'green apple', 'rose', 'peach', 'jasmine', 'violet leaf', 'iris', 'white musk']"
6717,earthy,"['honey', 'cassis', 'neroli', 'orris', 'carnation', 'tuberose', 'rose', 'jasmine', 'moss', 'patchouli', 'amber', 'musk']"
4985,white floral,"['peach', 'californian gardenia', 'african freesia petals', 'coriander', 'damask rose', 'jasmine', 'patchouli', 'natural vanilla', 'vetiver']"
17198,tobacco,"['rose', 'saffron', 'patchouli', 'cedar', 'tobacco', 'musk', 'vanilla']"
1647,sweet,"['cotton candy', 'coconut', 'cassis', 'melon', 'jasmine', 'bergamot', 'pineapple', 'mandarin orange', 'honey', 'red berries', 'blackberry', 'plum', 'apricot', 'peach', 'jasmine', 'nutmeg', 'orchid', 'caraway', 'rose', 'lily-of-the-valley', 'patchouli', 'chocolate', 'caramel', 'vanilla', 'tonka bean', 'amber', 'musk', 'sandalwood']"
11223,woody,"['brazilian rosewood', 'aldehydes', 'mandarin orange', 'bergamot', 'peony', 'lily', 'ylang-ylang', 'wallflower', 'jasmine', 'rose', 'amber', 'sandalwood', 'benzoin', 'oakmoss', 'vanilla', 'patchouli', 'musk']"
12504,musky,"['african orange flower', 'osmanthus', 'bergamot', 'musk', 'amber', 'vetiver', 'vanille', 'patchouli']"
12784,leather,"['nutmeg flower', 'lavender', 'cedar', 'mandarin orange', 'chamomile', 'hawthorn', 'bergamot', 'lemon', 'violet leaf', 'nutmeg', 'cedar', 'sandalwood', 'carnation', 'honeysuckle', 'jasmine', 'lily-of-the-valley', 'leather', 'vetiver', 'musk', 'amber', 'patchouli', 'tonka bean']"
13066,almond,"['pistachio', 'pear', 'mandarin orange', 'almond', 'orange blossom', 'magnolia', 'almond milk', 'tonka bean', 'cashmeran', 'patchouli']"
20586,tobacco,"['spicy notes', 'osmanthus', 'saffron', 'citruses', 'rosemary', 'thyme', 'grapefruit', 'tobacco', 'guaiac wood', 'patchouli', 'vetiver', 'tonka bean', 'amber', 'musk']"
1335,metallic,"['aluminum', 'aldehydes', 'slate', 'pebbles', 'water notes', 'metallic notes', 'virginia cedar']"
12961,oud,"['galbanum', 'red thyme', 'bergamot', 'agarwood (oud)', 'spices', 'geranium', 'leather', 'patchouli', 'papyrus']"
14787,lavender,"['lavender', 'cinnamon', 'nutmeg', 'citruses', 'agarwood (oud)', 'violet', 'jasmine', 'patchouli leaf', 'rose', 'sea notes', 'leather', 'woody notes', 'white musk', 'amber', 'vetiver']"
12615,herbal,"['aldehydes', 'galbanum', 'ginger', 'chamomile', 'lavender', 'jasmine', 'rose', 'moss', 'patchouli', 'sandalwood']"
3251,aquatic,"['orange oil', 'ginger', 'watery notes', 'tea', 'musk', 'cedar', 'amber', 'patchouli']"
17424,animalic,"['grass', 'violet leaf', 'citruses', 'nutmeg', 'vetiver', 'saffron', 'jasmine', 'animal notes', 'vanilla', 'sandalwood']"
18174,rose,"['quince', 'grapefruit', 'rose', 'jasmine', 'white musk']"
9362,floral,"['tea', 'bergamot', 'osmanthus', 'orchid', 'jasmine', 'rose', 'freesia', 'african orange flower', 'patchouli', 'musk', 'vanilla']"
14138,floral,"['mandarin orange', 'red apple', 'bergamot', 'magnolia', 'iris', 'ylang-ylang', 'jasmine', 'white honey', 'vanille', 'amber', 'benzoin', 'musk']"
4982,herbal,"['chamomile', 'bitter almond', 'musk', 'indian jasmine', 'jasmine', 'sandalwood', 'cedar', 'vanilla']"
12499,green,"['rhubarb', 'narcissus', 'almond milk', 'cashmeran', 'cedar']"
21031,leather,"['raspberry', 'saffron', 'thyme', 'olibanum', 'jasmine', 'artemisia', 'leather', 'suede', 'woody notes', 'amber']"
12903,floral,"['freesia', 'pepper', 'apple', 'heliotrope', 'violet', 'jasmine', 'hibiscus', 'rose', 'suede', 'sandalwood', 'cedar', 'incense', 'labdanum']"
18345,aldehydic,"['aldehydes', 'bulgarian rose', 'ylang-ylang', 'jasmine', 'may rose', 'amber', 'liatris', 'vetiver']"
10465,chocolate,"['blood orange', 'calabrian bergamot', 'dark chocolate', 'coffee', 'madagascar vanilla', 'pancake', 'maple sap']"
8457,herbal,"['artemisia', 'incense', 'lemon', 'leather', 'chamomile', 'apricot', 'iris', 'vanilla', 'amber', 'virginia cedar', 'musk']"
19842,citrus,"['blood orange', 'bergamot', 'lavender', 'cinnamon', 'licorice', 'jasmine', 'caramel', 'vanille', 'musk']"
10230,powdery,"['green notes', 'pink grapefruit', 'iris', 'bulgarian rose', 'heliotrope', 'woodsy notes']"
2770,coconut,"['cyclamen', 'ginger', 'coconut', 'tiare flower', 'jasmine', 'musk']"
1198,ozonic,"['cucumber', 'juniper berries', 'lime', 'rose', 'musk', 'sandalwood']"
19505,warm spicy,"['saffron', 'nutmeg', 'lavender', 'agarwood (oud)', 'patchouli', 'musk']"
1216,smoky,"['musk', 'lime (linden) blossom', 'citruses', 'castoreum', 'iris', 'vanila', 'musk', 'ash', 'cedar', 'amber']"
5914,nutty,"['sesame', 'bitter almond', 'ceylon cinnamon', 'peanut', 'orris root', 'coffee', 'praline', 'haitian vetiver', 'java vetiver oil']"
12188,ozonic,"['watermelon', 'grapefruit', 'lemon verbena', 'basil', 'lavender', 'violet leaf', 'black currant', 'patchouli', 'woodsy notes']"
10619,rose,"['pink pepper', 'rose', 'musk', 'peony', 'patchouli', 'violet', 'amber']"
856,chocolate,"['peach', 'black currant', 'mandarin orange', 'bergamot', 'dark chocolate', 'rose', 'violet', 'vanilla', 'white musk', 'cedar']"
19849,soft spicy,"['black currant', 'star anise', 'pepper', 'galanga', 'bourbon vanilla', 'tolu balsam', 'atlas cedar']"
10450,soft spicy,"['licorice', 'star anise', 'mint', 'sicilian lemon', 'cumin', 'lavender', 'coriander', 'ylang-ylang', 'magnolia', 'geranium', 'tobacco', 'hay', 'patchouli', 'cedar', 'civet', 'liatris']"
5577,ozonic,"['violet leaf', 'lime', 'bergamot', 'geranium', 'lavender', 'artemisia', 'driftwood', 'labdanum', 'patchouli']"
8058,vanilla,"['black currant', 'bergamot', 'green notes', 'jasmine sambac', 'lily-of-the-valley', 'vanilla', 'tonka bean', 'sandalwood', 'cedar']"
21513,iris,"['lavender', 'iris', 'ambrette (musk mallow)', 'pear', 'virginia cedar', 'vetiver']"
5213,cherry,"['cherry', 'pink pepper', 'bergamot', 'violet', 'jasmine', 'freesia', 'tonka bean', 'amber', 'sandalwood', 'musk']"
17671,coffee,"['coffee', 'bergamot', 'lemon', 'coffee', 'sandalwood', 'lily-of-the-valley', 'cedar', 'amber', 'musk']"
15651,rose,"['litchi', 'bergamot', 'tarragon', 'lemon', 'damask rose', 'magnolia', 'cedar', 'apple', 'black currant', 'peach', 'white musk', 'amber', 'woody notes']"
2926,white floral,"['grapefruit', 'mandarin orange', 'black currant', 'orange blossom', 'jasmine', 'ylang-ylang', 'tuberose', 'lily-of-the-valley', 'pear', 'pink pepper', 'musk', 'sandalwood', 'cashmeran', 'orris']"
9061,soft spicy,"['licorice', 'dewberry', 'chili pepper', 'champaca', 'red rose', 'lotus', 'vanilla', 'leather', 'amber']"
7149,honey,"['blood orange', 'mandarin orange', 'honey', 'gardenia', 'orange blossom', 'jasmine', 'peach', 'beeswax', 'caramel', 'patchouli', 'licorice']"
5126,lactonic,"['indian white pepper', 'bergamot', 'milk', 'gardenia', 'rose', 'musk', 'iris', 'white sandalwood']"
21704,anis,"['star anise', 'bergamot', 'agarwood (oud)', 'vetiver', 'myrhh', 'iris']"
10998,aromatic,"['lavender', 'lemon', 'bergamot', 'rosemary', 'mint', 'lemon verbena', 'basil', 'artemisia', 'juniper', 'coriander', 'cinnamon', 'carnation', 'wormwood', 'angelica', 'jasmine', 'oakmoss', 'pine tree needles', 'leather', 'fir', 'sandalwood', 'vetiver', 'patchouli', 'cedar', 'amber', 'resins']"
13537,patchouli,"['bergamot', 'mandarin orange', 'lavender', 'geranium', 'rose', 'patchouli', 'cedar', 'oakmoss', 'amber', 'labdanum', 'musk']"
6871,fruity,"['raspberry', 'litchi', 'damask rose', 'akigalawood', 'benzoin']"
19738,honey,"['lemon', 'cinnamon', 'honey', 'caramel', 'vanilla', 'patchouli']"
16188,aromatic,"['amalfi lemon', 'tagetes', 'black currant', 'bergamot', 'african orange flower', 'violet', 'cyclamen', 'jasmine', 'vetiver', 'musk', 'amber', 'virginia cedar']"
8578,aromatic,"['lavender', 'lemon', 'caraway', 'basil', 'bergamot', 'clary sage', 'iris', 'star anise', 'vetiver', 'sandalwood', 'patchouli', 'cedar', 'juniper berries', 'cardamom', 'oakmoss', 'leather', 'amber', 'musk', 'tonka bean']"
9740,lactonic,"['cassis', 'bergamot', 'mandarin orange', 'jasmine sambac', 'rose', 'orange blossom', 'milk', 'rice', 'vanilla', 'tonka bean']"
5254,musky,"['aldehydes', 'lily-of-the-valley', 'pear', 'rose', 'iris', 'orange blossom', 'white musk', 'ambrette (musk mallow)', 'indonesian patchouli leaf']"
19969,leather,"['violet leaf', 'cedar', 'jasmine sambac', 'orris', 'leather', 'woody notes', 'tobacco']"
18867,iris,"['bergamot', 'juniper', 'coriander', 'iris', 'cardamom', 'pepper', 'amber', 'cedar', 'vetiver']"
9374,aquatic,"['melon', 'mint', 'violet', 'watery notes', 'lily-of-the-valley', 'musk', 'cedar', 'amber']"
18627,woody,"['cypress', 'elemi resin', 'bergamot', 'haitian vetiver', 'vetiver', 'incense', 'orris', 'benzoin', 'sandalwood', 'patchouli']"
4755,aquatic,"['pear', 'violet leaf', 'water notes', 'lemon', 'basil', 'peony', 'jasmine sambac', 'white musk', 'sandalwood']"
7724,fruity,"['black currant', 'blackberry', 'blueberry', 'mulberry', 'big strawberry', 'pepper', 'peony', 'rose', 'ylang-ylang', 'musk', 'woody notes', 'bourbon vanilla']"
14543,woody,"['grapefruit', 'mandarin orange', 'oak moss', 'juniper', 'patchouli', 'pepper', 'iris', 'carnation', 'syringa', 'rose', 'french labdanum', 'jasmine', 'lily-of-the-valley', 'ylang-ylang', 'musk', 'amber']"
2670,citrus,"['amalfi lemon', 'pear', 'bergamot', 'neroli', 'mimosa', 'freesia', 'water lily', 'african orange flower', 'musk', 'guaiac wood', 'amber']"
15933,citrus,"['aldehydes', 'lemon', 'neroli', 'mandarin orange', 'bergamot', 'orange', 'lime', 'ylang-ylang', 'jasmine', 'may rose', 'white musk', 'orris root', 'cedar', 'vanila']"
2216,powdery,"['bulgarian rose', 'hawthorn', 'black currant', 'mandarin orange', 'parma violet', 'rose', 'opoponax', 'jasmine', 'vanilla', 'white musk', 'incense']"
10926,patchouli,"['plum', 'geranium', 'bergamot', 'patchouli', 'rose', 'benzoin', 'amber', 'sandalwood', 'musk']"
2619,powdery,"['peach', 'wormwood', 'freesia', 'rose', 'sandalwood', 'iris', 'musk', 'cashmere wood', 'vanille', 'amber']"
14095,aquatic,"['water notes', 'citruses', 'cucumber', 'watermelon', 'water lily', 'musk', 'moss']"
9901,aldehydic,"['aldehydes', 'ylang-ylang', 'neroli', 'lemon', 'bergamot', 'rose', 'iris', 'jasmine', 'orris root', 'lily-of-the-valley', 'civet', 'amber', 'sandalwood', 'musk', 'vanilla', 'oakmoss', 'patchouli', 'vetiver']"
21014,iris,"['lavender', 'bergamot', 'sage', 'iris', 'cacao', 'amber', 'leather', 'vetiver', 'patchouli']"
5072,musky,"['ylang-ylang', 'lotus petals', 'iris', 'osmanthus', 'jasmine sambac', 'violet leaf', 'musk', 'white suede', 'amber', 'cedar']"
19344,amber,"['black pepper', 'tobacco', 'pineapple', 'patchouli', 'coffee', 'iris', 'vanilla', 'amber', 'dry wood', 'benzoin', 'labdanum']"
20846,amber,"['blackberry', 'olibanum', 'orange', 'labdanum', 'coriander', 'tarragon', 'honey', 'guaiac wood', 'cinnamon', 'bay leaf', 'clove', 'rose', 'orchid', 'celery seeds', 'opoponax', 'agarwood (oud)', 'myrrh', 'patchouli', 'cedar', 'ambergris', 'musk', 'immortelle', 'oakmoss']"
8584,fruity,"['strawberry', 'raspberry', 'blackberry', 'sour cherry', 'black currant', 'mandarin orange', 'lemon', 'violet', 'jasmine', 'musk', 'vanilla', 'cashmeran', 'woody notes', 'amber', 'oakmoss', 'patchouli']"
16547,cherry,"['blackberry', 'bitter orange', 'neroli', 'bergamot', 'cherry', 'jasmine', 'orange blossom', 'gardenia', 'peony', 'vanilla', 'almond', 'sandalowood', 'amber', 'patchouli']"
8522,mineral,"['blood', 'bulgarian rose', 'incense', 'leather', 'olibanum', 'labdanum', 'animal notes', 'oakmoss', 'musk', 'ambergris']"
17471,citrus,"['green notes', 'grapefruit', 'spices', 'bergamot', 'lavender', 'petitgrain', 'ginger', 'violet', 'gardenia', 'sage', 'musk', 'sandalwood', 'incense', 'vetiver', 'guaiac wood', 'labdanum']"
4544,patchouli,"['bergamot', 'pink pepper', 'jasmine', 'rose', 'patchouli', 'tonka bean']"
18422,vanilla,"['tobacco leaf', 'spicy notes', 'vanilla', 'cacao', 'tonka bean', 'tobacco blossom', 'dried fruits', 'woody notes']"
7967,aromatic,"['sea water', 'lavender', 'mint', 'green notes', 'rosemary', 'calone', 'coriander', 'sandalwood', 'neroli', 'geranium', 'jasmine', 'musk', 'oakmoss', 'tobacco', 'cedar', 'ambergris']"
8743,lactonic,"['african orange flower', 'peony', 'bergamot', 'milk', 'almond', 'tonka bean', 'jasmine', 'musk', 'guaiac wood']"
9229,chocolate,"['mandarin orange', 'chocolate', 'chocolate flower', 'vanilla']"
2134,lavender,"['ginger', 'bergamot', 'lavender', 'cotton flower', 'vanilla', 'amberwood']"
3019,lactonic,"['pineapple', 'bitter orange', 'cassis', 'fruity notes', 'lily-of-the-valley', 'milk', 'coconut', 'lily', 'cherry', 'big strawberry', 'red apple', 'orchid', 'jasmine', 'magnolia', 'vanille', 'musk', 'nutmeg', 'sandalwood', 'orris root', 'amber', 'virginia cedar']"
12190,sweet,"['cherry', 'strawberry', 'pineapple', 'mandarin orange', 'popcorn', 'caramel', 'rose', 'jasmine', 'violet', 'patchouli', 'musk', 'amber']"
11775,citrus,"['blood orange', 'black currant', 'clementine', 'pear', 'mandarin orange', 'ginger', 'ginger flower', 'tuberose', 'freesia', 'hibiscus seed', 'vanilla', 'sandalwood', 'musk', 'california cedar']"
20859,soft spicy,"['anise', 'ivy', 'licorice', 'myrrh', 'agarwood (oud)', 'woody notes', 'vetiver', 'olive tree']"
10409,chocolate,"['dark chocolate', 'jasmine', 'teak wood', 'cedar', 'chocolate', 'milk', 'vanilla', 'musk']"
21699,iris,"['tuscan iris', 'italian orange', 'leather', 'rose', 'sandalwood', 'ambrette (musk mallow)', 'agarwood (oud)', 'cedar']"
6524,sweet,"['pink pepper', 'mandarin orange', 'bergamot', 'cotton candy', 'gardenia', 'flowers', 'pelargonium', 'rose', 'vanilla', 'musk', 'sandalwood', 'caramel', 'violet', 'patchouli']"
21816,warm spicy,"['cardamom', 'lavender', 'iris', 'vanilla', 'oriental notes', 'woodsy notes']"
17522,woody,"['grapefruit', 'bergamot', 'nutmeg', 'cypress', 'watery notes', 'lavender', 'bourbon vetiver', 'haitian vetiver', 'cashmere wood', 'musk']"
8916,sweet,"['almond', 'coffee', 'bergamot', 'lemon', 'tuberose', 'jasmine sambac', 'orange blossom', 'orris', 'bulgarian rose', 'tonka bean', 'cacao', 'vanilla', 'praline', 'sandalwood', 'musk', 'amber', 'cashmere wood', 'cinnamon', 'patchouli', 'cedar']"
18579,honey,"['anise', 'bergamot', 'honey', 'vanilla', 'patchouli']"
7183,woody,"['juniper berries', 'basil', 'artemisia', 'caraway', 'coriander', 'bergamot', 'pine tree needles', 'leather', 'chamomile', 'pepper', 'carnation', 'geranium', 'jasmine', 'rose', 'tobacco', 'oakmoss', 'patchouli', 'cedar', 'vetiver', 'musk', 'amber']"
1441,tuberose,"['mango', 'bergamot', 'lime', 'tuberose', 'iris', 'violet', 'rose', 'coconut', 'musk', 'sandalwood']"
2082,earthy,"['geranium', 'lemon', 'pink pepper', 'animal notes', 'vetiver', 'sandalwood', 'earthy notes', 'labdanum', 'guaiac wood']"
14810,nutty,"['cherry', 'pomegranate', 'pink pepper', 'lemon', 'grapefruit', 'apple', 'pear', 'litchi', 'blackberry', 'apricot', 'yogurt', 'ice', 'hazelnut', 'peony', 'lily-of-the-valley', 'jasmine', 'freesia', 'gardenia', 'plum blossom', 'mango', 'vanilla', 'amber', 'sandalwood', 'almond', 'musk', 'chestnut', 'chocolate', 'honey', 'nutella', 'cotton candy']"
13834,fruity,"['green notes', 'raspberry', 'pear', 'grapefruit', 'violet', 'litchi', 'apple blossom', 'rose', 'jasmine', 'musk', 'plum', 'virginia cedar']"
7768,aldehydic,"['aldehydes', 'heliotrope', 'rose', 'orange blossom', 'tonka bean', 'woody notes']"
20205,fruity,"['bergamot', 'black currant', 'apple', 'lemon', 'pink pepper', 'pineapple', 'patchouli', 'moroccan jasmine', 'birch', 'musk', 'oak moss', 'ambroxan', 'cedarwood']"
15355,vanilla,"['blackberry', 'mandarin leaf', 'silk tree blossom', 'jasmine', 'orange blossom', 'night blooming cereus', 'rose', 'vanilla', 'tonka bean', 'mysore sandalwood']"
12652,coconut,"['bergamot', 'coconut', 'vanilla', 'praline']"
16666,chocolate,"['milk chocolate', 'green apple', 'mandarin orange', 'dark chocolate', 'vanilla flower', 'sandalwood', 'white musk', 'praline']"
9651,floral,"['rose', 'chamomile', 'ginger', 'lemon', 'yellow freesia', 'lily', 'lotus', 'white violet', 'carnation', 'white musk', 'oakmoss', 'exotic woods', 'patchouli']"
12269,almond,"['almond', 'fruity notes', 'musk', 'rose', 'jasmine', 'vanilla', 'resin', 'amber']"
11861,green,"['bergamot', 'apple', 'black tea', 'black amber', 'musk', 'oakmoss']"
6128,soft spicy,"['star anise', 'mandarin orange', 'licorice', 'jasmine', 'gardenia', 'vanille', 'amber', 'woodsy notes']"
6109,yellow floral,"['mandarin orange', 'pepper', 'ylang-ylang', 'magnolia', 'gardenia', 'iris', 'vanille', 'virginia cedar']"
9900,fruity,"['dried fruits', 'rhubarb', 'big strawberry', 'anise', 'bergamot', 'gardenia', 'rose', 'ylang-ylang', 'pear', 'orange blossom', 'oakmoss', 'musk', 'patchouli', 'leather']"
13419,lavender,"['lavender', 'rosemary', 'bergamot', 'lemon', 'clary sage', 'coriander', 'geranium', 'cedar', 'brazilian rosewood', 'heliotrope', 'rose', 'vanilla', 'musk', 'tonka bean', 'moss', 'amber']"
17527,oud,"['saffron', 'nutmeg', 'lavender', 'agarwood (oud)', 'patchouli', 'agarwood (oud)', 'patchouli', 'musk']"
20652,woody,"['cognac', 'cinnamon', 'tonka bean', 'oak', 'vanilla', 'praline', 'sandalwood']"
21013,citrus,"['grapefruit', 'lemon', 'mint', 'pink pepper', 'bergamot', 'aldehydes', 'coriander', 'ginger', 'nutmeg', 'jasmine', 'melon', 'incense', 'amber', 'cedar', 'sandalwood', 'patchouli', 'amberwood', 'labdanum']"
12270,rose,"['rose', 'geranium', 'palmarosa', 'honey', 'moss', 'patchouli']"
9260,aquatic,"['pink pepper', 'citruses', 'water notes', 'geranium', 'vetiver', 'amber', 'patchouli']"
