anchor,positive
"It smells like a spiced pastry shop at dawn, where apricot-tinged flowers meet sticky honey drizzled over warm resinous wood, leaving a soft, slightly medicinal sweetness on your hands.","cinnamon, honey, osmanthus, benzoin, ambergris, labdanum, artemisia, tonka bean, vanila, patchouli, musk"
"It smells like biting into a soft pear while standing in a spice cabinet, with something faintly soapy and woody lingering in the background.","angelica, pear, pink pepper, jasmine, caraway, vanilla, angelica, cedar"
It smells like a Middle Eastern pastry shop at closing time — sticky sweetness mixing with old wooden counters and the faint trace of rose water someone spilled yesterday.,"honey, bergamot, agarwood (oud), rose, patchouli, agarwood (oud), amber, vanilla, musk, labdanum"
"It smells like powdery violets and vanilla with bright citrus on top, then a spicy-woody warmth and soft white flowers underneath.","citruses, cassia, pink pepper, lily-of-the-valley, mimosa, violet, heliotrope, vetiver, vanilla"
"It smells like a bakery in an old wooden barn — sweet grain mixed with dark chocolate, sticky honey, and a hint of rum-soaked raisins drying on warm wood.","rum, davana, honey, bran, cinnamon, vanilla, cacao, sandalwood"
"It smells like warm spices and citrus peel at first, then shifts to resinous wood and soft powder, with a sweet vanilla-amber base that lingers.","cinnamon, lavender, coriander, mandarin orange, lime, bergamot, grapefruit, myrhh, nutmeg, carnation, brazilian rosewood, pine tree, sage, jasmine, red berries, amber, vanilla, sandalwood, musk, patchouli, vetiver"
"It smells like honeyed white flowers and citrus peel, with a green herbal sharpness and soft, powdery wood underneath.","lime (linden) blossom, melon, bergamot, mandarin orange, mimosa, jasmine, ylang-ylang, wormwood, thyme, cedar, sandalwood"
"It smells like maraschino cherries spilled on a wooden church pew, with black pepper settling into sticky resin and the faint mustiness of old velvet curtains.","cherry, pepper, lactones, oud, incense, benzoin, cypriol oil or nagarmotha, labdanum, moss"
"It smells like a spice cabinet left open in a barn — dusty hay mixed with sweet anise and medicinal herbs, then something faintly floral and unwashed underneath.","licorice, star anise, mint, sicilian lemon, cumin, lavender, coriander, ylang-ylang, magnolia, geranium, tobacco, hay, patchouli, cedar, civet, liatris"
"It smells like a florist's cooler at closing time — white flowers slightly wilted, their sweetness mixing with the earthy scent of wet stems and cardboard boxes.","bergamot, tuberose, violet, rose, patchouli"
"It smells like a leather jacket left in a bakery where roses are drying — sweet pastry mingles with worn hide, while powdery iris and dark earth soften the edges.","bergamot, grapefruit, iris, bulgarian rose, praline, mahonial, leather, vanilla, patchouli"
It smells like standing on a wooden dock after rain — slightly salty air mixed with wet flowers and a hint of something sweet drifting from shore.,"sea notes, pepper, water lily, ylang-ylang, sandalwood, vanilla"
"It smells like honeyed yellow flowers and soft powder, with a warm vanilla-like sweetness and clean citrus cutting through the heavier floral scent.","mimosa, bergamot, mimosa, lily, hiacynth, narcissus, benzoin, jasmine"
"It smells like fresh-cut wood and damp earth, with a clean, slightly soapy warmth underneath.","cypress, vetiver, cashmere wood, musk"
"It smells like sharp citrus peels and soapy aldehydes at first, then white flowers with a metallic edge, settling into soft musky wood with a powdery warmth.","aldehydes, lime peel, bitter orange, coriander leaf, jasmine, pitosporum, metallic notes, musk, amber, cashmere wood"
"It smells like an old wooden spice chest left open in a barbershop, where the hair tonic has seeped into the floorboards.","saffron, nutmeg, lavender, agarwood (oud), patchouli, musk"
"It smells like jasmine flowers dusted with nutty sweetness and pepper, then softened by creamy vanilla that sits on smooth, blonde wood.","pink pepper, silkwood blossom, jasmine sambac, whipped cream, vanilla, chestnut, sandalwood, cashmere wood"
"It smells like fresh-cut stems and wet petals, with a sharp citrus edge, soft powder, and a creamy wood-musk base.","green notes, rice flower, iris, bergamot, lotus, rhubarb, lily, ginger, orchid, musk, sandalwood, amber"
"It smells like standing in a misty garden at dawn — citrus trees overhead, wet grass underfoot, and someone's freshly laundered linen shirt hanging nearby.","grapefruit, bergamot, nutmeg, cypress, watery notes, lavender, bourbon vetiver, haitian vetiver, cashmere wood, musk"
"It smells like a vintage powder compact opened in a greenhouse, where soapy florals meet the earthy leather of old gardening gloves and something faintly medicinal like caraway seeds crushed underfoot.","galbanum, aldehydes, caraway, gardenia, bergamot, carnation, rose, narcissus, iris, jasmine, oakmoss, leather, vetiver, patchouli, amber, coconut"
"It smells like sweet honey and white jasmine at first, then settles into warm black tea, creamy sandalwood, and a rich amber-vanilla base with something dark and resinous underneath.","honey, jasmine sambac, calabrian bergamot, agarwood (oud), black tea, sandalwood, amber, musk, madagascar vanilla"
"It smells like the leather interior of an old car that's been sitting in a cigar lounge, mixed with the sweetness of rum-soaked cake and something faintly powdery like makeup compacts.","spices, rum, tobacco, leather, iris, tuberose, tonka bean, guaiac wood, benzoin"
"It smells like a spice market at closing time — sweet tobacco and worn leather mixed with church incense, while someone nearby is eating a ripe pear.","cinnamon, incense, pear, agarwood (oud), saffron, nutmeg, tobacco, leather, patchouli, jasmine, vetiver, vanilla, musk, guaiac wood, sandalwood, ambergris"
"It smells like dried herbs and soap at first, then woody and slightly medicinal, with a warm, musky base that's faintly sweet and leathery.","lavender, lemon, caraway, basil, bergamot, clary sage, iris, star anise, vetiver, sandalwood, patchouli, cedar, juniper berries, cardamom, oakmoss, leather, amber, musk, tonka bean"
"It smells like anise cookies left near a drawer of old postcards and dried bouquets, with something clean and slightly soapy lingering in the air.","licorice, lemon, patchouli, amber, floral notes, vetiver, white musk"
"It smells like a pastry shop near a florist — nutty sweetness mixed with citrus zest and white flowers, grounded by something earthy and soft underneath.","orange, lemon, bergamot, hazelnut, coriander, lily-of-the-valley, vanilla, musk, patchouli"
"It smells like sweet cherry syrup and bitter almond extract, with powdery roses, black licorice, and a creamy vanilla-tonka base that's slightly earthy.","sour cherry, almond, red berries, bergamot, licorice, rose, tea, taif rose, vanilla, anise, tonka bean, patchouli, iris"
It smells like a bar of fancy hotel soap left on a sun-warmed windowsill next to a vase of wilting white flowers.,"aldehydes, ylang-ylang, neroli, jasmine, tincture of rose, vanille, sandalwood, vetyver"
It smells like orange zest crushed against waxy white flowers in a cedar closet.,"mandarin orange, tuberose, woodsy notes"
"It smells like standing on a Mediterranean cliff where ocean spray meets wild herbs drying in the sun, with faint church incense drifting from somewhere inland.","sea notes, bergamot, rosemary, sage, geranium, incense, patchouli"
"It smells like fresh melon and dewy flowers — soft violet and jasmine with a clean, slightly powdery warmth underneath.","watery notes, violet, melon, wildflowers, solar notes, jasmine, orange blossom, violet, iris, white musk"
"It smells like the fizzy bite of ginger beer mixed with crushed herbs, settling into the smell of an incense stick burning in a wooden room.","grapefruit, lemon, mint, pink pepper, bergamot, aldehydes, coriander, ginger, nutmeg, jasmine, melon, incense, amber, cedar, sandalwood, patchouli, amberwood, labdanum"
"It smells like a powdered makeup compact sitting next to a bowl of overripe peaches in a florist's back room, with incense smoke drifting through.","violet, carnation, raspberry, peach, coriander, orange blossom, sichuan pepper, bergamot, iris, bulgarian rose, heliotrope, orris root, egyptian jasmine, lily-of-the-valley, musk, green tea, woody notes, sandalwood, vanilla, amber, benzoin, styrax, cedar"
"It smells like freshly brewed coffee and sweet caramel, with deep roses and a soft vanilla-amber warmth underneath.","coffee, turkey red rose, roasted coffee beans, french rose, woodsy notes, vanilla, caramel, white musk, amber"
"It smells like fresh citrus peels and soapy aldehydes at first, then creamy jasmine and rose, finishing with soft powder and clean musk.","aldehydes, lemon, neroli, mandarin orange, bergamot, orange, lime, ylang-ylang, jasmine, may rose, white musk, orris root, cedar, vanila"
"It smells like fresh pink roses and sweet lychee fruit, with creamy magnolia petals and a soft, woody-amber warmth underneath.","peony, litchi, freesia, rose, lily-of-the-valley, magnolia, virginia cedar, amber"
"It smells like the lobby of an expensive hotel — citrus hand soap at the sink, wooden furniture polish, and that powdery air freshener they use in the hallways.","coriander, grapefruit, calabrian bergamot, tuscan iris, virginian cedar, amber"
"It smells like the interior of a vintage leather briefcase left open in a greenhouse, where citrus peels dry on cedar shelves and crushed peppermint leaves scatter across the floor.","grapefruit, pepper, green notes, mint, birch, virginia cedar, leather, amber"
"It smells like a bouquet of white flowers and jasmine over something green and slightly bitter, with dry incense smoke and soft leather in the background.","white lily, hiacynth, honeysuckle, galbanum, orange blossom, lavender, bergamot, black currant, lemon, lily, lily-of-the-valley, moroccan jasmine, carnation, honeysuckle, tuberose, ylang-ylang, iris, rose, orris root, oakmoss, incense, musk, leather, sandalwood, vetiver, cedar, patchouli, amber"
"It smells like tart rhubarb pie cooling on a windowsill next to a worn leather jacket, with something faintly wild and mossy clinging to the fabric.","rhubarb, raspberry, amyl salicylate, rose, leather, animal notes, oakmoss, cedar"
"It smells like powdered makeup compacts mixed with strawberry jam, finishing with the creamy sweetness of vanilla extract warmed on your skin.","violet, wild strawberry, orange blossom, iris, vanilla, tonka bean, sandalwood"
"It smells like standing in a florist's shop at dusk, where white flowers mix with woody furniture polish and something sweet dissolving on your tongue.","brazilian rosewood, aldehydes, mandarin orange, bergamot, peony, lily, ylang-ylang, wallflower, jasmine, rose, amber, sandalwood, benzoin, oakmoss, vanilla, patchouli, musk"
"It smells like juicy pear and peach mixed with creamy white flowers, then settles into soft vanilla and powdery musk with a hint of berry sweetness.","pear, melon, magnolia, peach, mandarin orange, bergamot, jasmine, lily-of-the-valley, tuberose, freesia, rose, orchid, plum, violet, musk, vanilla, blackberry, cedar"
"It smells like fresh roses with a sharp citrus brightness, then turns salty and green — like cut grass meeting ocean spray, with a soft mossy base.","rose petals, lemon, bergamot, rose, salt, lime (linden) blossom, grass, sea water, musk, oakmoss"
"It smells like strong black coffee and licorice, softened by sweet berries and creamy vanilla, with white flowers adding a heady sweetness.","absinthe, boysenberry, coffee, jasmine sambac, orange blossom, vanilla, licorice, sandalwood"
"It smells like fresh citrus and aromatic herbs at first, then soft white florals, finishing with smooth wood and a clean, powdery warmth.","lavender, lemon, bergamot, mandarin orange, sage, juniper berries, basil, geranium, jasmine, coriander, orange blossom, lily-of-the-valley, lily, sandalwood, musk, vetiver, brazilian rosewood, amber"
"It smells like a fruit stand next to a spice shop, where ripe peaches meet earthy patchouli and dried apricots, all dusted with pepper and wrapped in something sweet and resinous.","patchouli, pink pepper, peach, mandarin orange, bergamot, turkish rose, bulgarian rose, iris, jasmine, dried fruits, patchouli, vanilla, spices, sandalwood, vetiver, labdanum, lavender, amber"
"It smells like a just-picked peach sitting on a grandmother's dresser, where old face powder has settled into the wood grain and a hint of bitterness lingers in the air.","peach, wormwood, freesia, rose, sandalwood, iris, musk, cashmere wood, vanille, amber"
"It smells like lavender soap with sweet orange peel, white flowers underneath, and a soft vanilla-musk base with pale wood.","lavender, mandarin orange, black currant, petitgrain, lavender, orange blossom, jasmine, madagascar vanilla, musk, cedar, ambergris"
"It smells like walking barefoot along a windy beach at dawn, where crushed citrus rinds mix with wet rope and the briny tang of tide pools left behind.","grass, grapefruit, black currant, sea notes, sea salt, orange blossom, driftwood, white musk, seaweed"
"It smells like sweet vanilla extract, dark chocolate shavings, and the boozy warmth of aged rum.","vanilla, vanilla orchid, cacao pod, rum"
"It smells like standing in a garden right after someone's watered the plants, with white flowers blooming next to herb pots and something citrusy crushed underfoot.","lemon, clover, mint, green tea, lily-of-the-valley, cyclamen"
"It smells like a bowl of raw almonds and macadamia nuts left beside a vase of white flowers, with something faintly honeyed and woody drifting through an open window.","cherry, green apple, bergamot, almond blossom, macadamia, mimosa, flower petals, jasmine, freesia, chestnut, amber, sandalowood, musk, woodsy notes"
"It smells like a leather jacket draped over velvet theater seats, with overripe tropical fruit spilling onto resinous wood and something darkly sweet like burnt caramel underneath.","passionfruit, fruity notes, turkish rose, saffron, agarwood (oud), indonesian patchouli leaf, benzoin, leather, akigalawood, amber, labdanum, vanilla"
"It smells like tart rhubarb pie cooling on a windowsill next to a vase of white flowers, with a creamy, nutty sweetness and smooth wood underneath.","rhubarb, narcissus, almond milk, cashmeran, cedar"
"It smells like fresh apple and mint at first, then rich coffee with cream, settling into warm leather and smooth wood with a clean, slightly salty undertone.","apple, sea notes, mint, coffee, milk, amber, leather, cedar, sandalwood, ambergris, musk"
"It smells like crushed herbs and orange peel at first, then soft almond and vanilla, with a warm woody sweetness underneath.","mandarin orange, tarragon, rosemary, basil, anise, neroli, geranium, lily-of-the-valley, vanilla, almond, tonka bean, benzoin, cedar"
"It smells like a spice market at dawn — herbaceous basil and cardamom cut through dewy cucumber, while dried tobacco leaves and earthy patchouli linger in the background like old wooden crates.","lavender, clementine, cucumber, cardamom, pepper, basil, osmanthus, tobacco, amber, patchouli, woodsy notes, musk"
"It smells like a powdery makeup compact opened near a bowl of sugared almonds, with violet pastilles scattered on a wooden dresser that's been polished with something slightly citrusy.","anise, bergamot, lemon, violet, mimosa, rose, freesia, carnation, iris, almond, vanilla, white musk, sandalwood, cedar"
"It smells like herbal soap and sharp spices at first, then settles into a warm, resinous sweetness with earthy undertones.","lavender, bergamot, mint, clove, lily-of-the-valley, cinnamon, amber, patchouli, myrhh"
"It smells like sweet almond and cherry with aromatic herbs, then smoky incense and rose, settling into smooth vanilla and leather.","almond, spices, lavender, bergamot, thyme, rosemary, cherry, vanilla, incense, bulgarian rose, leather, tonka bean, sandalwood"
"It smells like a worn leather jacket left overnight in a spice market, where jasmine vines climb the walls and the air feels thick and earthy.","cardamom, leather, jasmine sambac, amber, moss, patchouli"
"It smells like an old leather jacket hanging in a closet full of wooden hangers, with dried orange peel tucked in the pockets and a faint trace of someone's powdery perfume still clinging to the collar.","tuscan iris, italian orange, leather, rose, sandalwood, ambrette (musk mallow), agarwood (oud), cedar"
"It smells like powdery jasmine and smooth vanilla, with dry incense smoke and a faintly medicinal woody undertone.","jasmine, cashmere wood, orris root, vanilla pod, white amber, myrrh, incense"
"It smells like ripe peach and coconut cream with tropical fruit sweetness, then white flowers and vanilla, finishing with soft woods and powdery musk.","peach, coconut, mango, bergamot, fruits, geranium, jasmine, floral notes, lily-of-the-valley, vanilla, amber, sandalwood, musk, patchouli, woodsy notes"
"It smells like sweet tropical flowers mixed with creamy coconut and vanilla, with soft peach and powdery warmth underneath.","coconut, ylang-ylang, peach, karo karounde, orange, jasmine, gardenia, violet, freesia, osmanthus, rose, vanilla, sandalwood, amber, musk"
"It smells like tart berries and citrus peel at first, then waxy white flowers with an earthy, slightly sweet base.","black currant, mandarin orange, orange blossom, hibiscus seed, grapefruit blossom, patchouli, amber, musk"
"It smells like powdery flowers and worn leather, with something resinous and slightly burnt, like cold fireplace ash mixed with dark rum.","chrysanthemum, orris, elemi, rum, vetiver, rose, ash, leather, labdanum"
"It smells like the inside of an old leather suitcase filled with spiced pastries and incense sticks, left in a dimly lit antique shop.","honey, agarwood, cinnamon, bourbon vanilla, amber, patchouli, leather"
"It smells like herbal lavender and warm spices at first, then sweet vanilla and dark chocolate emerge, finishing with earthy woods and soft musk.","lavender, cinnamon, pineapple, juniper berries, mint, bergamot, rosemary, cardamom, coriander, orange blossom, violet, geranium, jasmine, raspberry, vanilla, sandalwood, dark chocolate, musk, amber, patchouli, vetiver, oakmoss"
"It smells like wet stones by a Mediterranean garden — sharp citrus and herbs at first, then something quietly earthy and powdery, like touching an old wooden cabinet that's been closed for years.","mineral notes, citruses, italian lemon, green leaves, calabrian bergamot, pebbles, sage, orris, geranium, woody notes, musk, amber, sandalwood, patchouli"
"It smells like sweet white flowers and warm spices, with candied fruit and powder, finishing with creamy vanilla and soft wood.","orange blossom, star anise, rose, mandarin orange, pear, bergamot, ylang-ylang, ginger, orchid, iris, tuberose, plum, vanilla, amber, musk, cinnamon, sandalwood"
It smells like orange blossom tea spilled on a wooden table that's been polished with something faintly sweet and earthy.,"geranium, neroli, orange, patchouli, vanilla, sandalwood, musk"
"It smells like tangy citrus peel and white flowers at first, then settles into creamy vanilla and warm, slightly powdery woods.","mimosa, bitter orange, coriander, jasmine, tangerine, narcissus, black currant, amber, sandalwood, vanille, ambrette (musk mallow)"
It smells like a tropical smoothie bar at dawn — tart passionfruit blended with orange juice and a splash of cream.,"passionfruit, citruses, milk"
"It smells like spiced vanilla cake cooling on a windowsill near orange blossoms, with a subtle peppery tingle that keeps it from being too sweet.","pink pepper, african orange flower, vanille, benzoin, tonka bean"
"It smells like a lavender sachet tucked into a vanilla cake box, with a hint of orange rind and something faintly salty at the edges.","lavender, mandarin orange, bergamot, lavender, tunisian orange blossom, jasmine sambac, orchid, madagascar vanilla, tonka bean, ambergris, vetiver"
It smells like a worn motorcycle jacket left near a gin distillery — sharp citrus cutting through charred wood and dry grass.,"grapefruit, smoke, juniper, leather, vetiver"
"It smells like powdery violets, salty air, and white flowers, with a smoky-sweet base of resin and warm vanilla underneath.","violet, sea notes, banana leaf, petitgrain, violet, magnolia, lily-of-the-valley, tuberose, pepper, incense, sandalwood, madagascar vanilla, myrrh"
"It smells like powdery iris and violet with citrus brightness, then green fig leaves, soft vanilla, and earthy vetiver underneath.","violet, bergamot, grapefruit, fig leaf, iris, vanilla, vetiver"
"It smells like a fruit stand next to a pond on a humid summer morning, where overripe melon and berries blend with wet flowers and something faintly soapy.","melon, lotus, lemon, pineapple, quince, calone, lily, black currant, lotus, water lily, lily-of-the-valley, jasmine, honey, hawthorn, rose, musk, vetiver, violet root, raspberry, blackberry, peach, sandalwood, vanilla"
"It smells like orange zest and something powdery-floral at first, then warm amber and vanilla with a dark, earthy sweetness underneath.","mandarin orange, bergamot, lily-of-the-valley, myrhh, jasmine, opoponax, amber, patchouli, vanille"
"It smells like a bakery next to a florist — buttery nuts and coconut cream tangled with heavy white flowers, spiced with something peppery that tingles at the edges.","pistachio, bergamot, cardamom, pink pepper, tuberose, ylang-ylang, jasmine, coconut, amber, tonka bean, benzoin"
"It smells like standing near a florist's display on a rainy morning — wet pavement mixing with jasmine bouquets, herb stems being trimmed, and just-sliced pear from the fruit stand next door.","pear, violet leaf, water notes, lemon, basil, peony, jasmine sambac, white musk, sandalwood"
"It smells like powdery violet petals and fresh pink grapefruit, with a soft floral heart and something quietly woody beneath.","violet, pink grapefruit, bergamot, peony, iris, woodsy notes"
"It smells like damp earth and something peppery-sharp, with soft powdery flowers and a musky, slightly vegetal warmth underneath.","pepper, truffle, lily-of-the-valley, pink pepper, oakmoss, patchouli, musk, ambrette (musk mallow)"
"It smells like a spice rack knocked over onto a leather jacket someone left in a citrus grove, with roses wilting nearby and something earthy clinging to the collar.","blood mandarin, grapefruit, mint, cinnamon, spicy notes, rose, amber, leather, woody notes, indian patchouli"
"It smells like a leather jacket hanging in a spice cabinet, with hints of pencil-wood and dried herbs tucked into the pockets.","ginger, pepper, black basil, sage, cedar, amber, suede, brazilian redwood, patchouli"
"It smells like tart grapefruit and citrus peel at first, then watery-green plants and soft vanilla, with warm wood underneath.","pink grapefruit, sicilian bergamot, red currant leaf, cactus, orchid, vanilla, red cedar, amber"
"It smells like a herb garden after rain mixed with pineapple juice, then dries down to smell like the inside of a wooden cigar box with spices tucked in the corners.","lemon, rosemary, bergamot, neroli, pineapple, jasmine, oakmoss, cyclamen, coriander, musk, oakmoss, cedar, sandalwood, cardamom, brazilian rosewood, tonka bean"
"It smells like powdery florals and sweet berries at first, then settles into soft woods and something mossy-green underneath.","aldehydes, green leaves, raspberry, jasmine, lily-of-the-valley, rose, violet, orris root, geranium, musk, tonka bean, sandalwood, oakmoss, cedar, amber"
"It smells like standing in a florist's cooler at closing time — thick white flowers mixed with something sweet and rooty, like vanilla extract spilled on a wooden counter.","passion flower, jasmine, gardenia, vanille, vetiver"
"It smells like spiced plum compote cooling on a kitchen counter next to a bowl of tangerines, with something slightly dusty and golden lingering in the background.","cinnamon, tangerine, plum, mimosa, amber, patchouli"
It smells like a florist's workbench after someone spilled hot chocolate — powdery pink petals mixed with earthy dirt and a handful of candied ginger from the break room.,"litchi, ginger, bergamot, peony, turkish rose, cacao, patchouli"
"It smells like fresh lavender and herbs with citrus peel, then woody and slightly mossy, finishing with warm powdery resin.","lavender, rosemary, neroli, petitgrain, geranium, clary sage, galbanum, jasmine, oakmoss, vetiver, cedar, sandalwood, amber"
"It smells like standing in a greenhouse after rain — crushed herb stems mixed with waxy white flowers, finishing with the slightly salty scent of wet stones and seaweed.","fennel, guatemalan cardamom, ambrette (musk mallow), tuberose, clary sage, neroli, algae, ambergris, vetiver"
"It smells like crushed iris roots in a garden shed — slightly sour citrus peels mixed with wood shavings, then a deep, almost smoky soil scent at the base.","citron, calamansi, vetiver, orris, earthy notes, styrax"
"It smells like soapy powder and white flowers — creamy jasmine and rose with a smooth, woody vanilla base.","aldehydes, ylang-ylang, neroli, jasmine, rose, vanilla, sandalwood, vetiver"
"It smells like powdery flowers and citrus peel at first, then earthy moss and warm wood, with a musky, slightly animalic base underneath.","carnation, coriander, rose, angelica, neroli, bergamot, amalfi lemon, patchouli, hyacinth, jasmine, ylang-ylang, mimosa, oak moss, civetta, castoreum, vetiver, sandalwood, musk, amber"
"It smells like white flowers and citrus peel with warm spices underneath, then settles into something mossy, woody, and faintly animalic.","bergamot, lily, lilac, neroli, jasmine, cloves, cinnamon, oakmoss, civet, sandalwood, musk"
"It smells like charred wood and smoky resin, with sweet vanilla cream and a sharp, zesty orange peel cutting through.","smoke, bitter orange, bourbon vanilla, cedar"
"It smells like a florist's back room where white flowers sit next to overripe peaches, with the earthy scent of potting soil and sweet vanilla syrup spilled on wooden shelves.","musk, lily, ylang-ylang, galbanum, basil, musk, lily, jasmine, rose, musk, iris, jasmine, oakmoss, amber, vanilla, rose, vetiver, patchouli, peach"
"It smells like fresh-cut lily stems with a sharp citrus brightness and the green, watery scent of crushed leaves.","lily, citruses, lily, green lily, green notes"
"It smells like cool mint and rose petals at first, then spicy carnations with earthy, slightly green undertones and a warm, resinous base.","mint, rose, carnation, cannabis, vetiver, amber"
"It smells like dark chocolate dusted with tart berry powder, sitting next to a velvet cushion in an old wooden chest.","cranberry, pink pepper, tamarind, cacao, rose, black violet, vanilla, patchouli, massoia wood"
"It smells like fresh roses and soft powder, with a bright citrus opening and warm, slightly earthy wood underneath.","peony, citruses, mandarin orange, osmanthus, rose, sandalwood, pink pepper, patchouli"
"It smells like sweet plum and spiced citrus at first, then powdery florals with a bitter herbal edge, finishing with earthy musk underneath.","plum, cinnamon, tangerine, tincture of rose, wormwood, iris, musk, patchouli"
"It smells like bitter herbs crushed into honeycomb, with a faint smokiness like incense lingering in an old wooden drawer.","citruses, artemisia, honey, musk, guaiac wood"
"It smells like sweet citrus and tropical fruit at first, then a bouquet of white flowers and rose, with a warm vanilla-wood base underneath.","lemon, mandarin orange, peach, passionfruit, bergamot, honeysuckle, jasmine, magnolia, freesia, water lily, orange blossom, peony, may rose, vanilla, sandalwood, amber, vetiver, patchouli"
"It smells like opening a can of Coca-Cola next to a fruit bowl, where tart green apples and raspberries sit beside white flowers blooming on a windowsill.","raspberry, granny smith apple, lime, sweet notes, peony, magnolia, coca-cola"
"It smells like powdery flowers and bright citrus at first, then turns into warm honey and peach over a bed of soft wood and earthy moss.","coriander, pepper oil, nutmeg, bergamot, lemon, mandarin orange, may rose, mimosa, iris, jasmine, lily-of-the-valley, peach, honey, oakmoss, patchouli, musk, sandalwood"
"It smells like a jar of honey left open in a pine forest, where sweet beeswax mingles with earthy moss and the faint sweetness of wildflowers blooming nearby.","caraway, pine tree needles, honey, beeswax, jasmine, oakmoss, amber, vanilla, patchouli, musk"
"It smells like sweet fruit salad drizzled with honey and vanilla cream, with white flowers and toasted nuts underneath.","cherry, pomegranate, pink pepper, lemon, grapefruit, apple, pear, litchi, blackberry, apricot, yogurt, ice, hazelnut, peony, lily-of-the-valley, jasmine, freesia, gardenia, plum blossom, mango, vanilla, amber, sandalwood, almond, musk, chestnut, chocolate, honey, nutella, cotton candy"
"It smells like bitter orange peel and white jasmine flowers, cut through with something green and sharp like crushed herbs.","orange, jasmine, artemisia"
"It smells like sweet coffee and vanilla with lavender soap, tart berries, and a warm woody base that's slightly earthy and resinous.","lavender, bergamot, cappuccino, raspberry, jasmine, virginia cedar, lily-of-the-valley, vanille, amber, sandalwood, patchouli"
"It smells like a florist's cooler mixed with blackcurrant jam, then someone opens a sandalwood box nearby.","cassis, may rose, freesia, vanilla, patchouli, woody notes, ambroxan"
"It smells like a beachside dessert shop where vanilla-soaked flowers meet salted caramel, with incense burning somewhere in the back room.","bergamot, mandarin orange, tiare flower, myrhh, jasmine, african orange flower, magnolia, coconut, caramel, sandalwood, amber, vetiver"
"It smells like candied orange peel and fuzzy peach skins, with a creamy sweetness that fades into warm, slightly dusty wood.","peach, mandarin orange, orange, caramel, orange blossom, jasmine, amber, sandalwood, guaiac wood, cedar"
"It smells like a leather jacket left outside on wet grass overnight, with a faint sweetness clinging to the collar.","grass, green notes, heather, artemisia, arnica, leather, vetiver, vanille"
"It smells like white flowers wilting on an antique wooden dresser, their sweetness mixing with old varnish and dusty resin.","angelica, tuberose, amber, woodsy notes"
"It smells like a fruit salad left on a wooden table next to a bouquet from a spring wedding, with a hint of marzipan sweetness threading through everything.","melon, peach, almond, violet, black currant, anise, mimosa, lilac, lily-of-the-valley, peony, rose, almond blossom, hibiscus, vanilla, almond tree, sandalwood, benzoin, cedar"
"It smells like bright citrus and cherry candy at first, then creamy white flowers with a warm, slightly powdery sweetness and soft wood underneath.","sicilian lemon, jasmine, orange, black cherry, heliotrope, amber, woody notes"
"It smells like a tea shop inside a woodworking studio — bergamot and smoky leaves mixed with sawdust, old books, and the mineral scent of struck matches.","earl grey tea, gunpowder, rooibos tea, hinoki wood, ambroxan, leather, guaiac wood"
"It smells like sweet cherries and soft flowers with a warm, powdery base of vanilla and light wood.","cherry, pink pepper, bergamot, violet, jasmine, freesia, tonka bean, amber, sandalwood, musk"
"It smells like tart berries and soft roses with a warm, slightly earthy sweetness underneath from vanilla and powdery musk.","pink pepper, red currant, bay leaf, rose, lotus, patchouli, vanilla, amber, musk"
"It smells like the dusty velvet curtains in an old theater mixed with black pepper and damp stone, finishing with a bitter, earthy undertone.","rose, pepper, iris, powdery notes, patchouli, oakmoss, vetiver, orris root, cashmirwood"
"It smells like a worn leather jacket hanging in a spice shop, where smoke from burning incense drifts through bags of dried berries and sweet beans.","sichuan pepper, cardamom, bergamot, neroli, tobacco leaf, incense, juniper berries, leather, cypriol oil or nagarmotha, tonka bean, musk"
"It smells like a church service in a fruit market — sweet pears and roses meet the dark smoke of burning resin, with vanilla softening the sharp wooden edges.","litchi, pear, bergamot, turkish rose, agarwood (oud), incense, vanilla, amber, woody notes"
"It smells like a greenhouse in early spring — wet wooden benches, potted herbs with purple blooms, and sawdust clinging to everything.","geranium, citruses, violet, musk, sandalwood, cedar"
"It smells like sharp citrus and peppery spice at first, then white flowers with warm nutmeg, settling into earthy, slightly musty wood.","mandarin orange, pink pepper, jasmine, nutmeg, patchouli, vetiver"
"It smells like biting into a juicy peach while standing in a garden full of white flowers, with a soft powdery sweetness that lingers on your clothes.","peach, litchi, mandarin orange, bergamot, lily, plum, jasmine, lily-of-the-valley, vanilla, amber, musk, vetiver"
"It smells like white flowers and citrus peel at first, then powdery violet and rose, with a warm, spiced vanilla and wood base underneath.","lime (linden blossom), lily-of-the-valley, lilac, magnolia, bergamot, mandarin orange, jasmine, tuberose, ylang-ylang, peach, bulgarian rose, violet, carnation, nutmeg, musk, iris, sandalwood, amber, vanilla, cloves"
"It smells like worn leather and warm spices, with bright citrus on top and a base of dry wood and soft amber.","mandarin orange, patchouli, bergamot, cinnamon, amber, virginia cedar, leather, musk, woodsy notes"
"It smells like bitter grapefruit peel and soapy lavender at first, then turns into dry, smoky wood with a faintly leathery edge.","grapefruit, lavender, birch, woodsy notes"
It smells like a hardware store's lumber section mixed with overripe tropical fruit sitting on a mossy log.,"pineapple, grapefruit, bergamot, cedar, patchouli, jasmine, oakmoss, woody notes"
