mainaccord1,Gender,mainaccord5,Rating Count,all_notes,mainaccord2,embedding_text,Rating Value,Year,mainaccord4,Brand,embedding_id,Perfume,mainaccord3,t5_description,url
woody,men,mossy,27,"['grass', 'green notes', 'citruses', 'palisander rosewood', 'lavender', 'neroli', 'vetiver', 'moss', 'cypress', 'sandalwood', 'patchouli']",earthy,"Accords: woody, earthy, aromatic. Notes: grass, green notes, citruses, palisander rosewood, lavender, neroli, vetiver, moss. Profile: It smells like a flower shop next to an old church — grassy and green, with something sweet and earthy lurking in the background..",4,2006.0,green,il-profvmo,12103,g11,aromatic,"It smells like a flower shop next to an old church — grassy and green, with something sweet and earthy lurking in the background.",https://www.fragrantica.com/perfume/il-profvmo/g11-15425.html
floral,women,rose,97,"['peach', 'honey', 'sweet orange', 'myrrh', 'white rose', 'peony', 'indian jasmine', 'magnolia', 'geranium', 'lily-of-the-valley', 'pitahaya', 'sandalwood', 'patchouli', 'musk', 'coconut']",woody,"Accords: floral, woody, warm spicy. Notes: peach, honey, sweet orange, myrrh, white rose, peony, indian jasmine, magnolia. Profile: It smells like sweet peach and honey at first, then white flowers with a hint of spice, finishing with powdery wood and warm spices..",4,2007.0,amber,il-profvmo,12104,macadam,warm spicy,"It smells like sweet peach and honey at first, then white flowers with a hint of spice, finishing with powdery wood and warm spices.",https://www.fragrantica.com/perfume/il-profvmo/macadam-15427.html
woody,unisex,rose,141,"['palisander rosewood', 'atlas cedar', 'coriander', 'bulgarian rose', 'ylang-ylang', 'sandalwood', 'white musk', 'myrrh', 'orris root', 'labdanum']",powdery,"Accords: woody, powdery, amber. Notes: palisander rosewood, atlas cedar, coriander, bulgarian rose, ylang-ylang, sandalwood, white musk, myrrh. Profile: It smells like a flower shop next to an old wooden furniture store — sweet roses and powdery wood mixed with white flowers, then softens into something earthy and slightly floral..",4,2017.0,musky,heretic-parfums,12105,dita-von-teese-scandalwood,amber,"It smells like a flower shop next to an old wooden furniture store — sweet roses and powdery wood mixed with white flowers, then softens into something earthy and slightly floral.",https://www.fragrantica.com/perfume/heretic-parfums/dita-von-teese-scandalwood-46945.html
fresh spicy,men,citrus,27,"['green notes', 'citruses', 'nutmeg', 'pepper', 'watermelon', 'floral notes', 'spicy notes']",floral,"Accords: fresh spicy, floral, warm spicy. Notes: green notes, citruses, nutmeg, pepper, watermelon, floral notes, spicy notes. Profile: It smells like a spice market at dawn — citrus peel and powdery flowers mixed with sweet pepper, with something earthy and slightly spiced underneath..",4,2000.0,green,giorgio-valenti,12106,rose-noire,warm spicy,"It smells like a spice market at dawn — citrus peel and powdery flowers mixed with sweet pepper, with something earthy and slightly spiced underneath.",https://www.fragrantica.com/perfume/giorgio-valenti/rose-noire-38448.html
powdery,women,floral,383,"['salt', 'almond', 'water notes', 'citruses', 'jasmine', 'heliotrope', 'freesia', 'musk', 'vanilla', 'sandalwood', 'amber']",almond,"Accords: powdery, almond, musky. Notes: salt, almond, water notes, citruses, jasmine, heliotrope, freesia, musk. Profile: It smells like salty almonds and white flowers at first, then soft vanilla and musk, finishing with a warm, slightly powdery base..",4,2009.0,vanilla,gap,12107,close,musky,"It smells like salty almonds and white flowers at first, then soft vanilla and musk, finishing with a warm, slightly powdery base.",https://www.fragrantica.com/perfume/gap/close-6495.html
citrus,unisex,none,157,"['grapefruit', 'mandarin orange', 'calabrian bergamot', 'lemon', 'ginger', 'orange blossom', 'pink pepper', 'clary sage', 'mimosa', 'ambrette (musk mallow)', 'crystal amber', 'oakmoss', 'vetiver']",aromatic,"Accords: citrus, aromatic, fresh spicy. Notes: grapefruit, mandarin orange, calabrian bergamot, lemon, ginger, orange blossom, pink pepper, clary sage. Profile: It smells like citrus peel and orange peel at first, then white flowers with a hint of powdery spice, finishing with something earthy and slightly woody..",4,2023.0,none,fugazzi,12108,nocologne,fresh spicy,"It smells like citrus peel and orange peel at first, then white flowers with a hint of powdery spice, finishing with something earthy and slightly woody.",https://www.fragrantica.com/perfume/fugazzi/nocologne-81518.html
woody,unisex,powdery,32,"['cactus', 'cedar', 'mint']",green,"Accords: woody, green, aromatic. Notes: cactus, cedar, mint. Profile: It smells like cactus and cedar at first, then settles into something earthy and minty..",4,2022.0,fresh spicy,fueguia-1833,12109,cactus-azul-new,aromatic,"It smells like cactus and cedar at first, then settles into something earthy and minty.",https://www.fragrantica.com/perfume/fueguia-1833/cactus-azul-new-74856.html
rose,women,violet,928,"['gardenia', 'ylang-ylang', 'mirabilis', 'rose', 'violet', 'geranium', 'dried plum', 'musk', 'woody notes']",powdery,"Accords: rose, powdery, floral. Notes: gardenia, ylang-ylang, mirabilis, rose, violet, geranium, dried plum, musk. Profile: It smells like a flower shop at dawn — sweet rose petals and powdery flowers mixed with dried plums, finishing with woody notes..",4,2001.0,fruity,fragonard,12110,belle-de-nuit,floral,"It smells like a flower shop at dawn — sweet rose petals and powdery flowers mixed with dried plums, finishing with woody notes.",https://www.fragrantica.com/perfume/fragonard/belle-de-nuit-3365.html
citrus,unisex,none,109,"['mandarin orange', 'bergamot', 'ginger', 'orange blossom', 'hay', 'rose', 'musk', 'cedar']",white floral,"Accords: citrus, white floral, warm spicy. Notes: mandarin orange, bergamot, ginger, orange blossom, hay, rose, musk, cedar. Profile: It smells like citrus peel and bergamot at first, then soft rose petals, finishing with a hint of woody musk..",4,2015.0,green,fragonard,12111,eau-des-vacances,warm spicy,"It smells like citrus peel and bergamot at first, then soft rose petals, finishing with a hint of woody musk.",https://www.fragrantica.com/perfume/fragonard/eau-des-vacances-31606.html
fruity,unisex,earthy,317,"['pear', 'dark chocolate', 'truffle', 'moroccan jasmine', 'damask rose', 'vanilla', 'amber', 'madagascar vanilla', 'osmanthus', 'australian sandalwood']",sweet,"Accords: fruity, sweet, white floral. Notes: pear, dark chocolate, truffle, moroccan jasmine, damask rose, vanilla, amber, madagascar vanilla. Profile: It smells like tart pear and dark chocolate at first, then creamy vanilla and sweet vanilla, with a soft vanilla-amber base..",4,2016.0,floral,fort-manle,12112,charlatan,white floral,"It smells like tart pear and dark chocolate at first, then creamy vanilla and sweet vanilla, with a soft vanilla-amber base.",https://www.fragrantica.com/perfume/fort-manle/charlatan-44850.html
warm spicy,unisex,none,513,"['ginger', 'white tea', 'cardamom']",fresh,"Accords: warm spicy, fresh, green. Notes: ginger, white tea, cardamom. Profile: It smells like ginger and white tea at first, then warm cardamom, with a hint of spice..",4,2017.0,none,floraiku,12113,i-am-coming-home,green,"It smells like ginger and white tea at first, then warm cardamom, with a hint of spice.",https://www.fragrantica.com/perfume/floraiku/i-am-coming-home-46167.html
woody,unisex,amber,459,"['pine tree', 'mastic or lentisque', 'cloves', 'amyris', 'orange blossom', 'incense', 'guaiac wood', 'sandalwood', 'cashmere wood', 'patchouli', 'smoke', 'elemi', 'sweet orange', 'nutmeg', 'black currant', 'tobacco']",smoky,"Accords: woody, smoky, balsamic. Notes: pine tree, mastic or lentisque, cloves, amyris, orange blossom, incense, guaiac wood, sandalwood. Profile: It smells like a spice market at dawn — sweet orange blossoms mixed with powdery incense, then soft wood and something earthy-smoky..",4,2021.0,aromatic,filippo-sorcinelli,12114,reliqvia,balsamic,"It smells like a spice market at dawn — sweet orange blossoms mixed with powdery incense, then soft wood and something earthy-smoky.",https://www.fragrantica.com/perfume/filippo-sorcinelli/reliqvia-69497.html
woody,men,powdery,29,"['thyme', 'mint', 'cardamom', 'sage', 'apple', 'cedar', 'violet', 'lavender', 'nutmeg', 'amber', 'leather', 'vanilla', 'accord eudora®']",amber,"Accords: woody, amber, leather. Notes: thyme, mint, cardamom, sage, apple, cedar, violet, lavender. Profile: It smells like a spice cabinet left open in an old leather closet — minty and slightly powdery, with something faintly floral and earthy underneath..",4,2014.0,animalic,eudora,12115,carbon-turbo,leather,"It smells like a spice cabinet left open in an old leather closet — minty and slightly powdery, with something faintly floral and earthy underneath.",https://www.fragrantica.com/perfume/eudora/carbon-turbo-35486.html
amber,women,sweet,37,"['litchi', 'bergamot', 'italian lemon', 'black cherry', 'rose', 'benzoin', 'frangipani', 'amberwood', 'spun sugar', 'musk', 'vetiver', 'vanilla']",cherry,"Accords: amber, cherry, woody. Notes: litchi, bergamot, italian lemon, black cherry, rose, benzoin, frangipani, amberwood. Profile: It smells like a spice market at dawn — citrus peel and white flowers mixed with powdered sugar, then softens into something earthy and slightly sweet..",4,2024.0,tropical,eudora,12116,diva-absoluta,woody,"It smells like a spice market at dawn — citrus peel and white flowers mixed with powdered sugar, then softens into something earthy and slightly sweet.",https://www.fragrantica.com/perfume/eudora/diva-absoluta-92231.html
aromatic,men,amber,33,"['gin', 'spices', 'bergamot', 'sicilian lemon', 'watery notes', 'lavender', 'geranium', 'cedar leaves', 'amber', 'moss', 'woodsy notes']",fresh spicy,"Accords: aromatic, fresh spicy, citrus. Notes: gin, spices, bergamot, sicilian lemon, watery notes, lavender, geranium, cedar leaves. Profile: It smells like a perfumer's glass of gin and citrus peel at first, then settles into something earthy and slightly woody..",4,2022.0,woody,eudora,12117,eudora-h-ready,citrus,"It smells like a perfumer's glass of gin and citrus peel at first, then settles into something earthy and slightly woody.",https://www.fragrantica.com/perfume/eudora/eudora-h-ready-75804.html
citrus,women,violet,45,"['orange', 'lemon', 'eucalyptus', 'iris', 'orange blossom', 'rose', 'amber', 'vanilla', 'musk', 'citron']",iris,"Accords: citrus, iris, powdery. Notes: orange, lemon, eucalyptus, iris, orange blossom, rose, amber, vanilla. Profile: It smells like citrus peel and orange peel at first, then rose petals and vanilla, finishing with something earthy and slightly powdery..",4,2001.0,amber,etro,12118,benetroessere-relent,powdery,"It smells like citrus peel and orange peel at first, then rose petals and vanilla, finishing with something earthy and slightly powdery.",https://www.fragrantica.com/perfume/etro/benetroessere-relent-4001.html
woody,unisex,herbal,32,"['marjoram', 'bergamot', 'cloves', 'cumin', 'pepper', 'cypress', 'mahogany', 'sandalwood', 'musk', 'vetiver', 'amber', 'vanilla']",fresh spicy,"Accords: woody, fresh spicy, aromatic. Notes: marjoram, bergamot, cloves, cumin, pepper, cypress, mahogany, sandalwood. Profile: It smells like a spice market at dawn — powdery woods mixed with cypress leaves, then softens into something earthy and slightly floral..",4,2004.0,warm spicy,etro,12119,mahogany,aromatic,"It smells like a spice market at dawn — powdery woods mixed with cypress leaves, then softens into something earthy and slightly floral.",https://www.fragrantica.com/perfume/etro/mahogany-24746.html
powdery,women,violet,54,"['angelica', 'bergamot', 'may rose', 'violet', 'iris', 'musk', 'amber']",musky,"Accords: powdery, musky, rose. Notes: angelica, bergamot, may rose, violet, iris, musk, amber. Profile: It smells like a flower shop next to an antique jewelry store — faint violets and roses mixed with powdery white flowers, finishing with something earthy and slightly floral..",4,2008.0,amber,esteban,12120,angelic-flower,rose,"It smells like a flower shop next to an antique jewelry store — faint violets and roses mixed with powdery white flowers, finishing with something earthy and slightly floral.",https://www.fragrantica.com/perfume/esteban/angelic-flower-3396.html
aromatic,men,woody,70,"['grapefruit', 'ginger', 'bergamot', 'geranium', 'violet leaves', 'mimosa', 'vetiver', 'oakmoss', 'patchouli']",citrus,"Accords: aromatic, citrus, fresh spicy. Notes: grapefruit, ginger, bergamot, geranium, violet leaves, mimosa, vetiver, oakmoss. Profile: It smells like citrus peel and bergamot at first, then settles into powdery moss and soft vetiver..",4,2020.0,warm spicy,emanuel-ungaro,12121,emanuel-ungaro-fresh-for-him,fresh spicy,"It smells like citrus peel and bergamot at first, then settles into powdery moss and soft vetiver.",https://www.fragrantica.com/perfume/emanuel-ungaro/emanuel-ungaro-fresh-for-him-61861.html
white floral,women,animalic,430,"['orange blossom', 'ylang-ylang', 'mandarin orange', 'tuberose', 'jasmine sambac', 'gardenia', 'patchouli', 'musk', 'woody notes', 'amber']",citrus,"Accords: white floral, citrus, woody. Notes: orange blossom, ylang-ylang, mandarin orange, tuberose, jasmine sambac, gardenia, patchouli, musk. Profile: It smells like orange blossoms and citrus peel at first, then settles into something earthy and slightly woody..",4,2021.0,tuberose,elie-saab,12122,le-parfum-lumiere,woody,"It smells like orange blossoms and citrus peel at first, then settles into something earthy and slightly woody.",https://www.fragrantica.com/perfume/elie-saab/le-parfum-lumiere-69136.html
fruity,women,citrus,30,"['apple', 'black currant', 'mandarin orange', 'grapefruit', 'lily-of-the-valley', 'jasmine', 'peach', 'cedarwood', 'musk', 'tonka bean', 'sandalwood']",white floral,"Accords: fruity, white floral, woody. Notes: apple, black currant, mandarin orange, grapefruit, lily-of-the-valley, jasmine, peach, cedarwood. Profile: It smells like ripe apples and citrus peel at first, then soft white flowers with a hint of powdery wood underneath..",4,2023.0,fresh,eisenberg,12123,eau-fraiche-delicate,woody,"It smells like ripe apples and citrus peel at first, then soft white flowers with a hint of powdery wood underneath.",https://www.fragrantica.com/perfume/eisenberg/eau-fraiche-delicate-84684.html
powdery,women,earthy,253,"['iris', 'rose', 'violet leaf', 'orris root', 'heliotrope', 'musk', 'tonka bean', 'vanilla', 'woodsy notes', 'patchouli', 'labdanum']",iris,"Accords: powdery, iris, vanilla. Notes: iris, rose, violet leaf, orris root, heliotrope, musk, tonka bean, vanilla. Profile: It smells like iris and rose petals at first, then white flowers with a hint of powdery vanilla, finishing with something earthy and slightly floral..",4,2012.0,rose,e-coudray,12124,iris-rose,vanilla,"It smells like iris and rose petals at first, then white flowers with a hint of powdery vanilla, finishing with something earthy and slightly floral.",https://www.fragrantica.com/perfume/e-coudray/iris-rose-15271.html
leather,women,warm spicy,51,"['rose', 'saffron', 'chamomile', 'freesia', 'sandalwood', 'patchouli', 'styrax', 'leather', 'amber', 'castoreum', 'musk', 'vanille']",woody,"Accords: leather, woody, rose. Notes: rose, saffron, chamomile, freesia, sandalwood, patchouli, styrax, leather. Profile: It smells like rose petals and chamomile at first, then soft leather and powdery amber, finishing with a hint of vanilla and warm wood..",4,2010.0,musky,dorin,12125,un-air-d-arabie-rose-of-taif,rose,"It smells like rose petals and chamomile at first, then soft leather and powdery amber, finishing with a hint of vanilla and warm wood.",https://www.fragrantica.com/perfume/dorin/un-air-d-arabie-rose-of-taif-10333.html
white floral,women,floral,27,"['green notes', 'citruses', 'jasmine', 'woodsy notes', 'musk']",green,"Accords: white floral, green, musky. Notes: green notes, citruses, jasmine, woodsy notes, musk. Profile: It smells like a flower shop next to an old wooden furniture store — fresh green flowers and jasmine mixed with woody notes, finishing with something earthy and slightly powdery..",4,2008.0,woody,dorin,12126,un-air-de-damas-jasmine,musky,"It smells like a flower shop next to an old wooden furniture store — fresh green flowers and jasmine mixed with woody notes, finishing with something earthy and slightly powdery.",https://www.fragrantica.com/perfume/dorin/un-air-de-damas-jasmine-5073.html
woody,women,rose,40,"['lemon', 'bergamot', 'neroli', 'rose', 'jasmine', 'vetiver', 'sandalwood', 'patchouli', 'cedar']",citrus,"Accords: woody, citrus, white floral. Notes: lemon, bergamot, neroli, rose, jasmine, vetiver, sandalwood, patchouli. Profile: It smells like citrus peel and bergamot at first, then white flowers and jasmine, with a soft woody base..",4,2012.0,aromatic,dorin,12127,romantique,white floral,"It smells like citrus peel and bergamot at first, then white flowers and jasmine, with a soft woody base.",https://www.fragrantica.com/perfume/dorin/romantique-17055.html
aromatic,men,fresh spicy,50,"['bergamot', 'basil', 'ginger', 'lavender', 'immortelle', 'celery', 'cardamom', 'vetyver', 'patchouli', 'civetta', 'sandalwood', 'amber']",warm spicy,"Accords: aromatic, warm spicy, herbal. Notes: bergamot, basil, ginger, lavender, immortelle, celery, cardamom, vetyver. Profile: It smells like a perfumer's closet at dawn — bergamot and lavender mixed with powdery florals, then softens into something earthy and slightly woody..",4,2008.0,woody,divine,12128,l-etre-aime-homme,herbal,"It smells like a perfumer's closet at dawn — bergamot and lavender mixed with powdery florals, then softens into something earthy and slightly woody.",https://www.fragrantica.com/perfume/divine/l-etre-aime-homme-7085.html
champagne,women,lactonic,79,"['champagne', 'apricot', 'black orchid', 'pepper', 'whipped cream', 'mahogany', 'sandalwood']",sweet,"Accords: champagne, sweet, fresh spicy. Notes: champagne, apricot, black orchid, pepper, whipped cream, mahogany, sandalwood. Profile: It smells like a spice shop at dawn — creamy chocolate and vanilla, with something sweet and earthy underneath..",4,2023.0,fruity,dilis-parfum,12129,3-pink-pepper,fresh spicy,"It smells like a spice shop at dawn — creamy chocolate and vanilla, with something sweet and earthy underneath.",https://www.fragrantica.com/perfume/dilis-parfum/3-pink-pepper-82869.html
citrus,men,fresh spicy,31,"['mandarin leaf', 'grapefruit', 'bergamot', 'star anise', 'cardamom', 'pepper', 'white amber', 'vanilla']",soft spicy,"Accords: citrus, soft spicy, amber. Notes: mandarin leaf, grapefruit, bergamot, star anise, cardamom, pepper, white amber, vanilla. Profile: It smells like a spice market at dawn — citrus peel and cardamom mixed with powdery amber, with something faintly sweet and slightly bitter underneath..",4,2008.0,anis,david-beckham,12130,instinct-after-dark,amber,"It smells like a spice market at dawn — citrus peel and cardamom mixed with powdery amber, with something faintly sweet and slightly bitter underneath.",https://www.fragrantica.com/perfume/david-beckham/instinct-after-dark-2771.html
white floral,women,powdery,51,"['bergamot', 'black pepper', 'black currant', 'mandarin orange', 'jasmine', 'lily-of-the-valley', 'violet', 'geranium', 'ylang-ylang', 'labdanum', 'musk', 'vanilla', 'sandalwood', 'cedar']",woody,"Accords: white floral, woody, musky. Notes: bergamot, black pepper, black currant, mandarin orange, jasmine, lily-of-the-valley, violet, geranium. Profile: It smells like a flower shop at dawn — sweet citrus peel mixed with white flowers, then soft vanilla and powdery wood..",4,2016.0,fresh spicy,dame-perfumery,12131,bergamot-jasmine-labdanum,musky,"It smells like a flower shop at dawn — sweet citrus peel mixed with white flowers, then soft vanilla and powdery wood.",https://www.fragrantica.com/perfume/dame-perfumery/bergamot-jasmine-labdanum-38056.html
floral,women,fruity,29,"['freesia', 'pear', 'orange', 'lily-of-the-valley', 'green notes', 'cyclamen', 'jasmine', 'amber', 'musk']",white floral,"Accords: floral, white floral, green. Notes: freesia, pear, orange, lily-of-the-valley, green notes, cyclamen, jasmine, amber. Profile: It smells like fresh pear and orange peel at first, then white flowers with a hint of powdery amber, finishing with something earthy and musky..",4,2013.0,fresh,crabtree-evelyn,12132,florentine-freesia-flower-water,green,"It smells like fresh pear and orange peel at first, then white flowers with a hint of powdery amber, finishing with something earthy and musky.",https://www.fragrantica.com/perfume/crabtree-evelyn/florentine-freesia-flower-water-19010.html
citrus,unisex,none,27,"['bergamot', 'sicilian lemon', 'black pepper', 'lavender', 'ginger', 'thyme', 'nutmeg', 'woodsy notes', 'amber', 'musk']",fresh spicy,"Accords: citrus, fresh spicy, aromatic. Notes: bergamot, sicilian lemon, black pepper, lavender, ginger, thyme, nutmeg, woodsy notes. Profile: It smells like a spice market at dawn — sweet citrus peel mixed with powdery lavender, then soft woods and something faintly amber..",4,2013.0,lavender,crabtree-evelyn,12133,neapolitan-bergamot-eau-de-cologne,aromatic,"It smells like a spice market at dawn — sweet citrus peel mixed with powdery lavender, then soft woods and something faintly amber.",https://www.fragrantica.com/perfume/crabtree-evelyn/neapolitan-bergamot-eau-de-cologne-19011.html
floral,unisex,white floral,36,"['rose water', 'rose', 'pink pepper', 'magnolia', 'lily-of-the-valley', 'white musk', 'white amber']",rose,"Accords: floral, rose, musky. Notes: rose water, rose, pink pepper, magnolia, lily-of-the-valley, white musk, white amber. Profile: It smells like a rose garden at dawn — sweet rose water mixed with powdery rose petals, then soft white flowers and warm amber..",4,2017.0,powdery,collistar,12134,la-rosa,musky,"It smells like a rose garden at dawn — sweet rose water mixed with powdery rose petals, then soft white flowers and warm amber.",https://www.fragrantica.com/perfume/collistar/la-rosa-47206.html
woody,women,balsamic,458,"['bergamot', 'amalfi lemon', 'elemi resin', 'heliotrope', 'jasmine', 'patchouli', 'sandalwood', 'tonka bean', 'virginia cedar']",patchouli,"Accords: woody, patchouli, warm spicy. Notes: bergamot, amalfi lemon, elemi resin, heliotrope, jasmine, patchouli, sandalwood, tonka bean. Profile: It smells like a spice market at dawn — citrus peel mixed with jasmine powder, then softened by warm resinous wood..",4,2008.0,aromatic,christian-lacroix,12135,c-est-la-fete-patchouli,warm spicy,"It smells like a spice market at dawn — citrus peel mixed with jasmine powder, then softened by warm resinous wood.",https://www.fragrantica.com/perfume/christian-lacroix/c-est-la-fete-patchouli-4697.html
woody,unisex,aromatic,30,"['peach', 'wild berries', 'narcissus', 'orange blossom', 'smoke', 'ambergris', 'rum', 'red cedar', 'mahogany', 'liquor', 'musk']",smoky,"Accords: woody, smoky, fruity. Notes: peach, wild berries, narcissus, orange blossom, smoke, ambergris, rum, red cedar. Profile: It smells like sweet peaches and wild berries at first, then dark wood and soft rum, finishing with something earthy and slightly powdery..",4,2018.0,amber,chatillon-lux-parfums,12136,lamplight-penance,fruity,"It smells like sweet peaches and wild berries at first, then dark wood and soft rum, finishing with something earthy and slightly powdery.",https://www.fragrantica.com/perfume/chatillon-lux-parfums/lamplight-penance-51721.html
warm spicy,women,aromatic,158,"['clove', 'carnation', 'pepper', 'spices', 'red pepper', 'cloves', 'floral notes', 'geranium', 'rose', 'jasmine', 'ylang-ylang', 'tuberose', 'oakmoss', 'opoponax', 'sandalwood', 'woodsy notes', 'vetiver']",floral,"Accords: warm spicy, floral, fresh spicy. Notes: clove, carnation, pepper, spices, red pepper, cloves, floral notes, geranium. Profile: It smells like cloves and roses at first, then rose petals and jasmine, with a soft woody base that's slightly mossy..",4,1954.0,woody,caron,12137,poivre,fresh spicy,"It smells like cloves and roses at first, then rose petals and jasmine, with a soft woody base that's slightly mossy.",https://www.fragrantica.com/perfume/caron/poivre-7431.html
lavender,men,musky,84,"['lavender', 'vanilla', 'amber', 'musk']",vanilla,"Accords: lavender, vanilla, amber. Notes: lavender, vanilla, amber, musk. Profile: It smells like sweet lavender and vanilla at first, then creamy vanilla and amber, finishing with a hint of powdery wood..",4,2014.0,powdery,caron,12138,pour-un-homme-millesime-2014,amber,"It smells like sweet lavender and vanilla at first, then creamy vanilla and amber, finishing with a hint of powdery wood.",https://www.fragrantica.com/perfume/caron/pour-un-homme-millesime-2014-30896.html
warm spicy,men,cinnamon,36,"['lavender', 'bergamot', 'cardamom', 'mint', 'cinnamon', 'caraway', 'cedar', 'vanilla', 'tonka bean', 'amber', 'sandalwood']",aromatic,"Accords: warm spicy, aromatic, vanilla. Notes: lavender, bergamot, cardamom, mint, cinnamon, caraway, cedar, vanilla. Profile: It smells like sweet lavender and mint at first, then creamy vanilla with a hint of powdery vanilla, finishing with something earthy and slightly woody..",4,2022.0,fresh spicy,caline,12139,infinite-navy,vanilla,"It smells like sweet lavender and mint at first, then creamy vanilla with a hint of powdery vanilla, finishing with something earthy and slightly woody.",https://www.fragrantica.com/perfume/caline/infinite-navy-85071.html
powdery,unisex,warm spicy,66,"['iris', 'dark chocolate', 'citruses', 'orange blossom', 'suede', 'aldehydes', 'white musk', 'vanilla', 'jasmine', 'sandalwood', 'patchouli', 'exotic woods', 'vetiver']",woody,"Accords: powdery, woody, musky. Notes: iris, dark chocolate, citruses, orange blossom, suede, aldehydes, white musk, vanilla. Profile: It smells like dark chocolate and white flowers at first, then settles into a soft vanilla-suede base with something earthy and slightly woody..",4,2022.0,iris,byron-parfums,12140,green-butterfly,musky,"It smells like dark chocolate and white flowers at first, then settles into a soft vanilla-suede base with something earthy and slightly woody.",https://www.fragrantica.com/perfume/byron-parfums/green-butterfly-77313.html
fresh spicy,men,warm spicy,51,"['orange', 'bergamot', 'litchi', 'black pepper', 'rosemary', 'geranium', 'guaiac wood', 'agarwood (oud)', 'sandalwood', 'patchouli', 'musk']",woody,"Accords: fresh spicy, woody, citrus. Notes: orange, bergamot, litchi, black pepper, rosemary, geranium, guaiac wood, agarwood (oud). Profile: It smells like sweet orange peel and bergamot at first, then creamy white flowers, finishing with a soft woody base..",4,2013.0,aromatic,byblos,12141,byblos-fusion,citrus,"It smells like sweet orange peel and bergamot at first, then creamy white flowers, finishing with a soft woody base.",https://www.fragrantica.com/perfume/byblos/byblos-fusion-18545.html
warm spicy,men,ozonic,63,"['pineapple', 'bergamot', 'mandarin orange', 'lemon', 'violet leaf', 'cloves', 'nutmeg', 'guatemalan cardamom', 'vetiver', 'cedar', 'amber', 'patchouli']",woody,"Accords: warm spicy, woody, aromatic. Notes: pineapple, bergamot, mandarin orange, lemon, violet leaf, cloves, nutmeg, guatemalan cardamom. Profile: It smells like citrus peel and orange peel at first, then soft vanilla and powdery cardamom, with a warm, slightly woody base..",4,2006.0,fresh spicy,byblos,12142,byblos-man,aromatic,"It smells like citrus peel and orange peel at first, then soft vanilla and powdery cardamom, with a warm, slightly woody base.",https://www.fragrantica.com/perfume/byblos/byblos-man-4330.html
powdery,women,musky,49,"['aldehydes', 'bergamot', 'elemi', 'white iris', 'violet', 'rose', 'musk', 'vetiver', 'amber']",violet,"Accords: powdery, violet, iris. Notes: aldehydes, bergamot, elemi, white iris, violet, rose, musk, vetiver. Profile: It smells like a perfumer's desk at dawn — sweet aldehydes mixed with white flowers, then softens into something earthy and slightly powdery..",4,2014.0,aldehydic,byblos,12143,byblos-luna,iris,"It smells like a perfumer's desk at dawn — sweet aldehydes mixed with white flowers, then softens into something earthy and slightly powdery.",https://www.fragrantica.com/perfume/byblos/byblos-luna-28804.html
white floral,women,vanilla,51,"['coconut milk', 'ginger', 'citron', 'tiare flower', 'gardenia', 'rose', 'vanilla', 'cashmere wood', 'tonka bean']",coconut,"Accords: white floral, coconut, sweet. Notes: coconut milk, ginger, citron, tiare flower, gardenia, rose, vanilla, cashmere wood. Profile: It smells like a spice market at dawn — sweet almond milk mixed with powdered sugar, then softens into something earthy and woody..",4,2019.0,lactonic,bottega-verde,12144,tiare,sweet,"It smells like a spice market at dawn — sweet almond milk mixed with powdered sugar, then softens into something earthy and woody.",https://www.fragrantica.com/perfume/bottega-verde/tiare-56123.html
amber,unisex,vanilla,92,"['nutmeg', 'yuzu', 'bergamot', 'incense', 'cedar', 'amber', 'sandalwood', 'vanilla']",woody,"Accords: amber, woody, powdery. Notes: nutmeg, yuzu, bergamot, incense, cedar, amber, sandalwood, vanilla. Profile: It smells like a spice market at dawn — nutmeg and yuzu mixed with incense, then softens into something earthy and slightly powdery..",4,2022.0,fresh spicy,botanicae,12145,tramonte,powdery,"It smells like a spice market at dawn — nutmeg and yuzu mixed with incense, then softens into something earthy and slightly powdery.",https://www.fragrantica.com/perfume/botanicae/tramonte-76416.html
woody,unisex,fresh spicy,76,"['bergamot', 'black currant', 'blood mandarin', 'apricot', 'pepper', 'sandalwood', 'cedar', 'malaysian oud']",fruity,"Accords: woody, fruity, citrus. Notes: bergamot, black currant, blood mandarin, apricot, pepper, sandalwood, cedar, malaysian oud. Profile: It smells like a spice market at dawn — bergamot and black currants mixed with powdery pepper, with something earthy and slightly woody underneath..",4,2023.0,powdery,bortnikoff,12146,scheherazade,citrus,"It smells like a spice market at dawn — bergamot and black currants mixed with powdery pepper, with something earthy and slightly woody underneath.",https://www.fragrantica.com/perfume/bortnikoff/scheherazade-80478.html
amber,unisex,floral,85,"['black currant', 'rhubarb', 'green notes', 'grapefruit', 'bergamot', 'rose', 'incense', 'violet', 'geranium', 'magnolia', 'amber', 'vanilla', 'caramel', 'benzoin', 'white musk']",rose,"Accords: amber, rose, vanilla. Notes: black currant, rhubarb, green notes, grapefruit, bergamot, rose, incense, violet. Profile: It smells like a spice market at dawn — black currants and rhubarb mixed with white flowers, then softened by something sweet and resinous underneath..",4,2023.0,fruity,bois-1920,12147,frammenti,vanilla,"It smells like a spice market at dawn — black currants and rhubarb mixed with white flowers, then softened by something sweet and resinous underneath.",https://www.fragrantica.com/perfume/bois-1920/frammenti-80207.html
