all_notes,target_description
"['cherry', 'strawberry', 'heliotrope', 'iris', 'cedar', 'hay', 'rose', 'olibanum', 'agarwood (oud)', 'sandalwood']","It smells like sweet cherry and fresh hay at first, then dry wood and slightly sweet plastic."
"['black cherry', 'sour cherry', 'cherry liqueur', 'almond', 'raspberry', 'plum', 'damask rose', 'jasmine sambac', 'cloves', 'patchouli', 'vanilla', 'vetiver', 'cedar']","It smells like sweet cherry and warm vanilla at first, then a hint of damp soil and dry wood emerges, finishing with a subtle skin note."
"['neroli', 'coconut', 'peach', 'cherry', 'dark chocolate', 'jasmine', 'sandalwood', 'musk']","It smells like sweet peach and creamy coconut at first, then warm resin and dry wood emerge, finishing with a subtle hint of skin."
"['cherry extract', 'liquor', 'bitter almond', 'sour cherry', 'turkish rose', 'jasmine sambac', 'tonka bean', 'peru balsam', 'sandalwood', 'vetiver', 'cedar']","It smells like cherry extract, warm resin, and dry wood."
"['bergamot', 'cherry', 'rose', 'cassis', 'guarana', 'iris', 'black vanilla husk', 'patchouli', 'amber', 'white musk']","It smells like citrusy cherry and sweet rose at first, then warm resin and slightly sweet plastic, finishing with skin and fabric."
"['peach', 'black currant', 'mandarin orange', 'bergamot', 'dark chocolate', 'rose', 'violet', 'vanilla', 'white musk', 'cedar']","It smells like sweet peach and mandarin orange at first, then bergamot and dark chocolate notes emerge, followed by subtle hints of skin and dry wood."
"['dark chocolate', 'jasmine', 'teak wood', 'cedar', 'chocolate', 'milk', 'vanilla', 'musk']","It smells like dark chocolate and milk at first, then warm resin and slightly sweet plastic, finishing with skin and clean laundry."
"['mandarin orange', 'chocolate', 'chocolate flower', 'vanilla']","It smells like sweet citrus and creamy vanilla, with a hint of warm chocolate and a subtle dry wood note."
"['milk chocolate', 'green apple', 'mandarin orange', 'dark chocolate', 'vanilla flower', 'sandalwood', 'white musk', 'praline']","It smells like milk chocolate, green apple, and praline with notes of dry wood and skin."
"['watermelon', 'mandarin orange', 'bergamot', 'lotus', 'jasmine', 'rose', 'mexican chocolate', 'rice', 'patchouli']","It smells like sweet watermelon and juicy mandarin orange, with hints of damp wet leaves and dry wood."
"['chocolate', 'plum', 'bergamot', 'iris', 'ambrette (musk mallow)', 'osmanthus', 'jasmine', 'rose', 'oakmoss', 'vanilla', 'amber', 'musk', 'leather', 'patchouli']","It smells like warm chocolate, followed by the sweetness of vanilla and the subtle earthiness of oakmoss, with a dry leather finish."
"['blood orange', 'calabrian bergamot', 'dark chocolate', 'coffee', 'madagascar vanilla', 'pancake', 'maple sap']","It smells like a combination of sweet maple sap, dark chocolate, and a hint of freshly brewed coffee."
"['dark chocolate', 'italian mandarin', 'brazilian orange', 'hazelnut', 'amberwood', 'tahitian vanilla', 'musk', 'ambergris']","It smells like rich dark chocolate and sweet Italian mandarin, with hints of warm amberwood and a subtle musk."
"['peach', 'citruses', 'plum', 'bergamot', 'mandarin orange', 'cinnamon', 'jasmine', 'lily-of-the-valley', 'vanille', 'sandalwood', 'amber', 'musk']","It smells like a sweet peach and citrusy mandarin orange at first, then warm resin and slightly sweet plastic, finishing with dry wood and skin."
"['cinnamon', 'tangerine', 'plum', 'mimosa', 'amber', 'patchouli']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['bergamot', 'cinnamon', 'juniper berries', 'incense']","It smells like citrusy orange peel and warm cinnamon at first, then bergamot and juniper berries blend together like a sweet and earthy forest floor."
"['cinnamon', 'pomelo', 'neroli', 'tobacco']",It smells like warm resin and slightly sweet plastic with a hint of citrus peel.
"['apple', 'violet leaf', 'bergamot', 'cinnamon', 'pink pepper', 'geranium', 'musk', 'cedar', 'amber']","It smells like a sweet and tangy combination of apple and bergamot, with hints of warm resin and dry wood."
"['bergamot', 'lavender', 'cinnamon', 'leather', 'mimosa', 'guaiac wood', 'tobacco', 'opoponax', 'oakmoss']","It smells like citrus peel and warm resin, followed by dry wood and slightly sweet fabric."
"['mandarin orange', 'patchouli', 'bergamot', 'cinnamon', 'amber', 'virginia cedar', 'leather', 'musk', 'woodsy notes']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['sicilian lemon', 'apple', 'cedar', 'bellflower', 'bamboo', 'jasmine', 'white rose', 'cedar', 'musk', 'amber']","It smells like a sweet and tangy Sicilian lemon, followed by a subtle hint of warm resin and slightly sweet plastic, with a dry wood and pencil shavings dry down."
"['orange', 'mandarin orange', 'bergamot', 'orange blossom', 'turkish rose', 'jasmine', 'mimosa', 'ylang-ylang', 'patchouli', 'white musk', 'vanilla', 'vetiver', 'tonka bean', 'opoponax']","It smells like a combination of citrus peel, warm resin, and dry wood, with notes of wet leaves and skin."
"['orange', 'grapefruit', 'pepper', 'pelargonium', 'flint', 'vetiver', 'cedar', 'patchouli', 'benzoin']","It smells like citrus peel, wet leaves, and dry wood."
"['lime', 'lemon', 'bergamot', 'jasmine', 'orange', 'mandarin orange', 'neroli', 'sea notes', 'jasmine', 'calone', 'rosemary', 'peach', 'freesia', 'hiacynth', 'cyclamen', 'violet', 'coriander', 'rose', 'nutmeg', 'mignonette', 'white musk', 'cedar', 'oakmoss', 'patchouli', 'amber']","It smells like citrusy orange and sweet jasmine at first, then warm resin and dry wood, finishing with a subtle hint of skin and fabric."
"['grapefruit', 'lemon', 'mint', 'pink pepper', 'ginger', 'nutmeg', 'jasmine', 'iso e super', 'incense', 'vetiver', 'cedar', 'sandalwood', 'patchouli', 'labdanum', 'white musk']","It smells like a combination of citrus peel, damp soil, and fresh mint at first, then dries down to warm resin and dry wood."
"['lemon', 'green notes', 'bergamot', 'mandarin orange', 'pineapple', 'cardamom', 'papaya', 'lily-of-the-valley', 'jasmine', 'violet', 'rose', 'nutmeg', 'orris root', 'freesia', 'green accord', 'musk', 'cedar', 'sandalwood', 'oakmoss', 'green tea', 'amber']","It smells like citrus peel and warm resin, then bergamot and green tea, finally settling into dry wood and skin."
"['lemon', 'pineapple', 'bergamot', 'black currant', 'apple', 'birch', 'jasmine', 'rose', 'musk', 'ambergris', 'patchouli', 'vanilla']","It smells like a combination of citrusy lemon and sweet vanilla, with subtle notes of warm resin and dry wood."
"['citruses', 'bergamot', 'lemon', 'cedar', 'mandarin orange', 'iris', 'patchouli', 'vetiver', 'jasmine', 'rose', 'vanilla', 'incense', 'leather', 'opoponax', 'civet', 'sandalwood', 'tonka bean', 'musk']","It smells like citrus peel, wet leaves, and dry wood."
"['lemon', 'bergamot', 'neroli', 'rose de mai', 'hyacinth', 'cedar', 'clary sage', 'geranium', 'tonka bean', 'musk', 'amber']","It smells like citrus peel, warm resin, and slightly sweet fabric."
"['yuzu', 'lemon', 'bergamot', 'lemon verbena', 'mandarin orange', 'cypress', 'calone', 'coriander', 'tarragon', 'sage', 'blue lotus', 'nutmeg', 'lily-of-the-valley', 'bourbon geranium', 'saffron', 'ceylon cinnamon', 'mignonette', 'tahitian vetiver', 'musk', 'cedar', 'sandalwood', 'amber', 'tobacco']","It smells like citrus peel, warm resin, and dry wood."
"['amalfi lemon', 'lime', 'granny smith apple', 'praline', 'peony', 'datura', 'apple tree', 'musk', 'virginia cedar']","It smells like a burst of citrus, followed by a sweet and slightly tart granny smith apple, and finishing with warm musk and dry wood."
"['italian orange', 'jasmine', 'bitter orange', 'jasmine', 'orange blossom', 'ginger', 'honey', 'vanilla', 'sandalwood']","It smells like a combination of sweet orange and honey at first, followed by a subtle jasmine and a dry wood note that lingers."
"['grapefruit', 'lemon', 'mint', 'pink pepper', 'bergamot', 'aldehydes', 'coriander', 'ginger', 'nutmeg', 'jasmine', 'melon', 'incense', 'amber', 'cedar', 'sandalwood', 'patchouli', 'amberwood', 'labdanum']","It smells like a combination of zesty grapefruit, warm resin, and dry wood, with a subtle hint of wet leaves in the background."
"['lemon', 'bergamot', 'carambola (star fruit)', 'cardamom', 'brazilian rosewood', 'cedar', 'tarragon', 'sage', 'pepper', 'musk', 'woodsy notes', 'saffron', 'amber', 'sycamore']","It smells like a burst of citrus, followed by a subtle sweetness from star fruit and a hint of warm resin from cedar and amber."
"['black currant', 'orange', 'mandarin orange', 'grapefruit', 'cassia', 'bergamot', 'rose', 'apricot', 'jasmine', 'lily', 'lily-of-the-valley', 'vanilla', 'tonka bean', 'musk', 'amber', 'virginia cedar']","It smells like sweet citrus and fresh florals at first, then warm resin and slightly sweet plastic, finishing with a hint of dry wood."
"['lemon', 'bergamot', 'mint', 'orange peel', 'rhubarb', 'jasmine', 'oakmoss', 'musk', 'fennel', 'carnation', 'white amber', 'green tea', 'jasmine', 'oakmoss', 'musk', 'celery seeds', 'caraway', 'cloves', 'amber']","It smells like citrusy orange peel, followed by a subtle blend of warm resin and slightly sweet fabric, finishing with a dry wood and pencil shavings note."
"['grapefruit', 'green mango', 'tomato', 'carrot', 'lotus', 'bulrush', 'orange', 'hiacynth', 'peony', 'musk', 'iris', 'incense', 'labdanum', 'cinnamon']","It smells like a combination of sweet orange and tart grapefruit, followed by a subtle hint of dry wood and a lingering whisper of skin."
"['orange', 'sea notes', 'aldehydes', 'blood mandarin', 'pepper', 'neroli', 'cedar', 'vanilla', 'tonka bean', 'white musk', 'amber', 'vetiver', 'elemi resin']","It smells like a combination of citrus peel, warm resin, and dry wood, with hints of skin and slightly sweet plastic."
"['grapefruit', 'orange', 'lemon', 'red currant', 'sugar cane', 'bulrush', 'lily-of-the-valley', 'tea rose', 'cinnamon', 'musk', 'cedar', 'thanaka wood']","It smells like a sweet and tangy grapefruit, followed by a subtle hint of warm resin and dry wood, finishing with a gentle whisper of skin and fabric."
"['sea notes', 'grapefruit', 'mandarin orange', 'bay leaf', 'jasmine', 'ambergris', 'guaiac wood', 'oakmoss', 'patchouli']","It smells like a combination of citrusy grapefruit and sweet mandarin orange, with a subtle hint of damp forest floor and warm resin."
"['lemon', 'bergamot', 'star anise', 'olive blossom', 'guaiac wood', 'leather', 'tonka bean', 'tobacco']","It smells like citrus peel, warm resin, and dry wood."
"['bergamot', 'citruses', 'green mandarin', 'fig', 'pear', 'cardamom', 'lily', 'jasmine', 'narcissus', 'virginia cedar', 'musk', 'olive tree', 'sandalwood']","It smells like citrus peel, green mandarin, and fig initially, then bergamot and cardamom emerge, followed by dry wood and skin."
"['mandarin orange', 'madagascar pepper', 'lemon', 'chinotto', 'rosemary', 'geranium', 'rose', 'pepperwood\x99', 'vanilla', 'tonka bean', 'sandalwood', 'texas cedar', 'patchouli', 'oakmoss']","It smells like a combination of sweet mandarin orange, warm vanilla, and earthy patchouli, with hints of dry wood and forest floor."
"['lemon verbena', 'iris', 'violet leaf', 'ambergris', 'sandalwood']","It smells like warm resin, dry wood, and slightly sweet plastic, with a hint of citrus peel and light florals."
"['bergamot', 'mandarin orange', 'green tea', 'black currant', 'musk', 'sandalwood', 'petitgrain', 'galbanum']","It smells like citrusy bergamot and sweet mandarin orange, then a hint of green tea, followed by a dry wood and musky skin."
"['mandarin orange', 'orange', 'petitgrain', 'seaweed', 'lavender', 'cotton flower', 'virginia cedar', 'woodsy notes', 'patchouli', 'clary sage', 'amber']","It smells like a combination of juicy mandarin orange and sweet cotton flower at first, then dries down to warm resin and slightly sweet plastic."
"['green notes', 'grapefruit', 'spices', 'bergamot', 'lavender', 'petitgrain', 'ginger', 'violet', 'gardenia', 'sage', 'musk', 'sandalwood', 'incense', 'vetiver', 'guaiac wood', 'labdanum']","It smells like citrus peel and light florals at first, then shifts into damp soil, dry wood, and slightly sweet plastic."
"['orange', 'blood grapefruit', 'indian mandarin', 'bergamot', 'apple', 'plum', 'lily-of-the-valley', 'freesia', 'orchid', 'rose', 'mimosa', 'lily', 'magnolia', 'musk', 'amber']","It smells like a combination of citrus peel, sweet orange, and fresh apple, with a subtle hint of warm resin and slightly sweet plastic."
"['pink grapefruit', 'sicilian bergamot', 'red currant leaf', 'cactus', 'orchid', 'vanilla', 'red cedar', 'amber']","It smells like pink grapefruit, followed by warm resin and slightly sweet plastic, finishing with dry wood and pencil shavings."
"['blood orange', 'bergamot', 'lavender', 'cinnamon', 'licorice', 'jasmine', 'caramel', 'vanille', 'musk']","It smells like blood orange, followed by lavender and caramel, then a sweet and musky skin note."
"['blood orange', 'black currant', 'clementine', 'pear', 'mandarin orange', 'ginger', 'ginger flower', 'tuberose', 'freesia', 'hibiscus seed', 'vanilla', 'sandalwood', 'musk', 'california cedar']","It smells like a combination of sweet citrus, like a clementine, and slightly tart black currant, with a subtle hint of dry wood and warm resin."
"['clementine', 'bitter orange', 'orange blossom', 'green tea', 'ivy', 'mandarin orange', 'basil', 'chamomile', 'peony', 'sandalwood', 'amber']","It smells like citrus peel, warm resin, and dry wood."
"['coconut', 'lime', 'white bergamot', 'sicilian mandarin', 'ginger', 'ylang-ylang', 'indian jasmine', 'hibiscus', 'white rum', 'sugar cane', 'musk']","It smells like sweet citrus, tropical flowers, and creamy coconut at first, then warm resin and dry wood, finishing with a subtle hint of skin."
"['bitter orange', 'red currant', 'pink pepper', 'green tea', 'peony', 'jasmine', 'violet', 'cedar', 'musk', 'oakmoss', 'amber']","It smells like warm resin, tree sap, and slightly sweet plastic at first, then shifts into damp soil and green tea."
"['bergamot', 'mandarin orange', 'lemon', 'bitter orange', 'lavender', 'rosemary', 'myrtle', 'african orange flower', 'neroli', 'jasmine', 'pitosporum', 'amber', 'angelica', 'ambrette (musk mallow)']","It smells like a combination of citrus peel, warm resin, and slightly sweet plastic, with a subtle hint of dry wood."
"['apple tree blossom', 'mandarin orange', 'camelia', 'black currant', 'lemon', 'honeysuckle', 'grapefruit', 'rose', 'lily', 'mint', 'violet', 'magnolia', 'jasmine', 'cedar', 'sandalwood', 'leather']","It smells like a sweet combination of citrusy lemon and floral rose, with a subtle hint of dry wood and warm resin."
"['orange', 'grapefruit', 'flint', 'woodsy notes', 'oak moss', 'benzoin']","It smells like a combination of juicy orange and tart grapefruit, with a subtle hint of damp earth and dry wood."
"['lemon', 'rosemary', 'bergamot', 'neroli', 'pineapple', 'jasmine', 'oakmoss', 'cyclamen', 'coriander', 'musk', 'oakmoss', 'cedar', 'sandalwood', 'cardamom', 'brazilian rosewood', 'tonka bean']","It smells like a mix of citrusy lemon and sweet rosemary, with a subtle hint of warm cedar and dry wood."
"['grapefruit', 'bergamot', 'sicilian mandarin', 'juniper', 'pepper', 'rosemary', 'brazilian rosewood', 'musk', 'incense', 'oakmoss']","It smells like a combination of tart grapefruit and sweet sicilian mandarin, with a subtle undertone of dry wood and a hint of skin."
"['grapefruit', 'bergamot', 'citron', 'lemon', 'fig nectar', 'jasmine', 'pink pepper', 'fig tree', 'cedar', 'benzoin']","It smells like a sweet and tangy citrus blend, followed by a subtle floral hint, and finally settles into a warm, resinous dry wood."
"['lemon', 'peach', 'ginger', 'mandarin orange', 'lavender', 'bergamot', 'pepper', 'cedar', 'patchouli', 'vetiver', 'brazilian rosewood', 'rose', 'jasmine', 'gardenia', 'freesia', 'anise', 'vanilla', 'tonka bean', 'sandalwood', 'coconut', 'amber', 'benzoin', 'musk', 'leather', 'oakmoss']","It smells like citrus peel, warm resin, and dry wood."
"['amalfi lemon', 'pear', 'bergamot', 'neroli', 'mimosa', 'freesia', 'water lily', 'african orange flower', 'musk', 'guaiac wood', 'amber']","It smells like a combination of citrusy Amalfi lemon, sweet pear, and slightly sweet African orange flower, with a subtle dry wood and warm resin undertone."
"['aldehydes', 'lemon', 'neroli', 'mandarin orange', 'bergamot', 'orange', 'lime', 'ylang-ylang', 'jasmine', 'may rose', 'white musk', 'orris root', 'cedar', 'vanila']","It smells like a blend of citrusy lemon and sweet mandarin orange, with hints of warm vanilla and soft musk."
"['lemon', 'mandarin orange', 'peach', 'passionfruit', 'bergamot', 'honeysuckle', 'jasmine', 'magnolia', 'freesia', 'water lily', 'orange blossom', 'peony', 'may rose', 'vanilla', 'sandalwood', 'amber', 'vetiver', 'patchouli']","It smells like citrus peel, warm resin, and dry wood."
"['fruity notes', 'yuzu', 'amalfi lemon', 'jasmine', 'african orange flower', 'lotus', 'vanille', 'sandalwood', 'patchouli', 'virginia cedar']","It smells like a combination of sweet citrus, like a burst of Amalfi lemon, followed by a subtle floral note, like the delicate petals of jasmine, and finally settles into a warm, dry wood scent, reminiscent of sandalwood."
"['orange', 'bergamot', 'grapefruit', 'litchi', 'rose', 'italian jasmine', 'patchouli', 'tahitian vetiver', 'bourbon vanilla', 'white musk']","It smells like a combination of juicy orange and sweet grapefruit, with subtle hints of damp soil and forest floor."
"['calabrian bergamot', 'grapefruit blossom', 'musk']","It smells like a sweet and tangy citrus, followed by a subtle musk and a hint of dry wood."
"['grapefruit', 'bergamot', 'pink pepper', 'water notes', 'lavender', 'cardamom', 'white musk', 'white woods', 'cashmere wood', 'oakmoss']","It smells like a combination of citrusy grapefruit and sweet lavender at first, followed by a subtle dry wood and a hint of cashmere softness."
"['grapefruit', 'lemon', 'watery notes', 'white flowers', 'gardenia', 'green notes', 'sweet pea', 'musk', 'woody notes']","It smells like sweet grapefruit and white flowers at first, then dries down to musky skin and dry wood."
"['bergamot', 'ginger', 'mandarin orange', 'cardamom', 'lily', 'jasmine', 'violet leaf', 'pink pepper', 'rose', 'peony', 'black currant', 'woody notes', 'oakmoss', 'white musk', 'palisander rosewood', 'amber', 'vanilla', 'praline']","It smells like bergamot and mandarin orange at first, then warm resin and slightly sweet plastic, finishing with dry wood and skin."
"['grapefruit', 'pineapple', 'bergamot', 'orange', 'rose', 'freesia', 'red apple', 'lotus', 'hyacinth', 'gardenia', 'lily-of-the-valley', 'violet', 'orris', 'patchouli', 'cedar', 'musk', 'amber', 'incense', 'pine']","It smells like a combination of citrusy orange, sweet pineapple, and tart grapefruit, with a subtle undertone of warm resin and slightly sweet plastic."
"['amalfi lemon', 'bergamot', 'neroli', 'magnolia', 'jasmine', 'iris', 'musk']","It smells like citrus peel, followed by sweet magnolia and a subtle hint of skin, with a dry wood undertone."
"['neroli', 'bergamot', 'petitgrain', 'african orange flower', 'musk']","It smells like a combination of citrusy bergamot and sweet African orange flower, with a subtle muskiness that evokes clean laundry, followed by a dry, woody undertone reminiscent of pencil shavings."
"['sicilian mandarin', 'watery notes', 'neroli', 'olibanum', 'indonesian patchouli leaf']","It smells like a sweet and tangy Sicilian mandarin, followed by a hint of neroli and a dry, woody undertone of olibanum, with a subtle earthy depth of Indonesian patchouli leaf."
"['sicilian orange', 'calabrian bergamot', 'lemon', 'rose', 'fruity notes', 'jasmine', 'patchouli', 'madagascar vanilla', 'tonka bean', 'white musk', 'labdanum']","It smells like a combination of sweet citrus, like a Sicilian orange, and a hint of warm vanilla, with a subtle undertone of damp soil and forest floor."
"['lavender', 'lemon zest', 'amalfi lemon', 'lavender', 'earthy notes', 'apple', 'smoke', 'patchouli', 'vanilla', 'lavender', 'vetiver']","It smells like lavender and lemon zest at first, then earthy notes and dry wood, finishing with warm resin and slightly sweet vanilla."
"['mandarin orange', 'lime', 'sea notes', 'lemon', 'green notes', 'freesia', 'jasmine', 'lily-of-the-valley', 'rose', 'cypress', 'musk', 'cedar', 'guaiac wood']","It smells like citrus peel, followed by a sweet floral bouquet, and finally settles into a dry wood and clean fabric scent."
"['pink pepper', 'mandarin orange', 'cardamom', 'bergamot', 'tea', 'iris', 'bellflower', 'white musk', 'vetiver', 'cedar']","It smells like a sweet combination of mandarin orange and pink pepper, with subtle notes of dry wood and skin."
"['lemon', 'orange', 'grapefruit', 'bergamot', 'pear', 'green notes', 'rose', 'magnolia', 'false jasmine', 'jasmine', 'honeysuckle', 'lily-of-the-valley', 'musk', 'patchouli', 'amber']","It smells like citrusy lemon, followed by sweet rose and lily-of-the-valley, then warm resin and slightly sweet plastic."
"['lemon', 'granny smith apple', 'jasmine', 'marigold', 'musk', 'amberwood']","It smells like a bright citrus, followed by a subtle floral sweetness, and finally a warm resin and dry wood."
"['bergamot', 'mandarin orange', 'jasmine', 'grasse rose', 'peach', 'cassis', 'white musk', 'sandalwood', 'cedar', 'patchouli', 'benzoin']","It smells like a sweet blend of citrus peel and floral notes, with a subtle hint of warm resin and dry wood."
"['sicilian lemon', 'pomegranate', 'calabrian bergamot', 'lemon blossom', 'jasmine sambac', 'jasmine', 'peony', 'musk', 'ambroxan', 'woodsy notes', 'sandalwood']","It smells like a burst of citrus and sweet florals, followed by a subtle musk and dry wood notes."
"['grapefruit', 'freesia', 'orange', 'bergamot', 'pomegranate', 'lotus', 'watermelon', 'pineapple', 'lily-of-the-valley', 'white musk', 'cedar', 'sandalwood']","It smells like a sweet and tangy combination of citrus peel, followed by a subtle hint of lily-of-the-valley and a dry wood undertone."
"['citruses', 'bergamot', 'neroli', 'mandarin orange', 'lavender', 'sage', 'pepper', 'tobacco', 'tonka bean', 'cedar']","It smells like citrus peel, warm resin, and dry wood."
"['lemon', 'brazilian rosewood', 'orange', 'bergamot', 'lime', 'tangerine', 'basil', 'rose', 'carnation', 'sandalwood', 'cinnamon', 'patchouli', 'jasmine', 'cedar', 'vanilla', 'leather', 'amber', 'benzoin', 'oakmoss', 'labdanum']","It smells like citrus peel, followed by warm resin and slightly sweet plastic, finishing with dry wood and pencil shavings."
"['grapefruit', 'bergamot', 'cassia', 'petitgrain', 'neroli', 'patchouli', 'vanilla']","It smells like a sweet and tangy citrus, followed by a subtle blend of warm resin and slightly sweet plastic, finishing with a dry, woody note reminiscent of pencil shavings."
"['grapefruit', 'orange', 'bergamot', 'pink pepper', 'almond', 'neroli', 'vetiver', 'white musk']","It smells like a sweet and tangy grapefruit, followed by a subtle hint of damp soil and a soft, musky skin."
"['sicilian lemon', 'bergamot', 'hiacynth', 'brazilian rosewood', 'honeysuckle', 'jasmine', 'oakmoss', 'vetiver']","It smells like a mix of sweet honeysuckle and bright citrus, with a subtle dry wood and damp soil undertone."
"['lemon', 'green apple', 'bergamot', 'tagetes', 'peach blossom', 'jasmine', 'cedar', 'musk', 'amber']","It smells like a mix of citrusy lemon and sweet peach blossom, with a subtle hint of warm resin and dry wood."
"['bergamot', 'grapefruit', 'orange', 'neroli', 'iris', 'hyacinth', 'jasmine', 'freesia', 'rose', 'lily-of-the-valley', 'vanille', 'tonka bean']","It smells like citrus peel, fresh rose, and warm vanilla."
"['bergamot', 'mandarin orange', 'elemi', 'sandalwood', 'olibanum', 'tonka bean', 'vanilla']","It smells like citrus peel, followed by warm resin and dry wood, finishing with a sweet and creamy vanilla."
"['bergamot', 'tea', 'tunisian neroli', 'lemon', 'lime', 'orange', 'tiare flower', 'orange blossom', 'heliotrope', 'pepper', 'ylang-ylang', 'white amber', 'cashmeran', 'vanilla', 'sandalwood', 'white musk']","It smells like a sweet and tangy citrus blend of lemon and orange, followed by a floral bouquet of tiare flower and orange blossom, and finishing with a warm, dry wood and slightly sweet plastic note."
"['calabrian bergamot', 'bergamot', 'tunisian orange blossom', 'ambrofix\x99', 'patchouli']","It smells like citrusy peel, warm resin, and slightly sweet plastic, with notes of wet leaves and dry wood."
"['blood orange', 'grapefruit', 'citruses', 'jasmine', 'white musk', 'vetiver', 'cedar', 'iris']","It smells like blood orange, grapefruit, and jasmine at first, then dries down to warm resin and dry wood."
"['pink pepper', 'bay leaf', 'orange', 'green mandarin', 'black currant', 'magnolia', 'peony', 'iris', 'lily-of-the-valley', 'vanilla', 'white sandalwood', 'amber', 'musk', 'virginia cedar']","It smells like warm resin, slightly sweet plastic, and dry wood, with hints of citrus peel and green mandarin."
"['blood orange', 'bitter orange', 'blood mandarin', 'african geranium', 'egyptian jasmine', 'madagascar pepper', 'sandalwood', 'amber', 'tonka bean', 'texas cedar']","It smells like warm resin, dry wood, and citrus peel."
"['grapefruit', 'lemon', 'bergamot', 'lime', 'thyme', 'artemisia', 'galbanum', 'vetiver', 'juniper berries', 'black currant', 'apple', 'pink pepper', 'cedar', 'cypriol oil or nagarmotha', 'lily-of-the-valley', 'rose', 'jasmine', 'ambergris', 'leather', 'vanilla', 'benzoin', 'labdanum']","It smells like a combination of citrus peel, warm resin, and slightly sweet plastic, with notes of dry wood and skin in the background."
"['lemon', 'bergamot', 'mandarin orange', 'orange blossom', 'jasmine sambac', 'indian vanilla', 'tahitian vanilla', 'white musk']","It smells like a blend of citrusy lemon and sweet orange blossom, with a subtle hint of warm vanilla and soft musk."
"['lemon', 'anise', 'bergamot', 'grapefruit', 'jasmine', 'cacao', 'patchouli', 'sandalwood', 'tea', 'cedar', 'lavender', 'natural musk', 'hibiscus seed', 'elemi resin']","It smells like citrus peel, wet leaves, and dry wood."
"['clementine', 'mandarin orange', 'lemon', 'bergamot', 'thyme', 'marjoram', 'petitgrain', 'ginger', 'woody notes', 'musk', 'orris root', 'amber']","It smells like a sweet and tangy clementine, followed by a hint of warm resin and slightly sweet plastic, finishing with a subtle skin and fabric note."
"['lavender', 'amalfi lemon', 'african orange flower', 'virginia cedar', 'patchouli', 'vanilla']","It smells like a blend of citrusy amalfi lemon and sweet vanilla, with subtle hints of dry wood and forest floor."
"['citron', 'grapefruit', 'bergamot', 'aldehydes', 'peach', 'rose', 'rose water', 'violet', 'peony', 'lily-of-the-valley', 'freesia', 'magnolia', 'jasmine', 'patchouli', 'cedar', 'oakmoss', 'white musk', 'amber', 'labdanum']","It smells like citrus peel, sweet rose water, and warm resin."
"['tea leaf', 'cranberry', 'lemon', 'grapefruit', 'orange', 'jasmine sambac', 'peony', 'water lily', 'rose', 'hedione', 'white musk', 'white woods', 'patchouli', 'amberwood', 'vanilla']","It smells like a combination of citrus peel, sweet tea, and warm resin, with a subtle hint of wet leaves and dry wood."
"['bitter orange', 'neroli', 'bergamot', 'citron', 'pistachio', 'petitgrain', 'cardamom', 'pink pepper', 'caraway', 'tuberose', 'tunisian orange blossom', 'ylang-ylang', 'jasmine', 'galbanum', 'coconut', 'vanilla', 'tonka bean', 'amber', 'benzoin']","It smells like warm resin, slightly sweet plastic, and citrus peel."
"['mandarin orange', 'bergamot', 'ginger', 'orange blossom', 'gardenia', 'vanilla', 'tonka bean', 'musk', 'sandalwood', 'oakmoss']","It smells like sweet orange peel and warm vanilla at first, then bergamot and gardenia flowers, followed by dry wood and a hint of skin."
"['bergamot', 'black currant', 'lemon', 'lime', 'violet leaf', 'ginger', 'rose', 'iris', 'jasmine', 'ambroxan', 'musk', 'sandalwood', 'cedar']","It smells like citrus peel and bergamot, with a hint of warm resin and dry wood."
"['lemon', 'bergamot', 'sandalwood', 'woody notes', 'madagascar vanilla', 'vetiver']","It smells like a sweet and tangy lemon, followed by a warm and creamy Madagascar vanilla, finishing with a dry and woody sandalwood."
"['lemon', 'bergamot', 'aldehydes', 'elemi', 'pink pepper', 'woody notes', 'olibanum', 'amber']","It smells like a burst of citrusy lemon, followed by a sweet and woody elemi, and finishing with a dry, resinous amber."
"['pink pepper', 'blood orange', 'sweet orange', 'mandarin orange', 'calabrian bergamot', 'lemon', 'grasse rose', 'damask rose', 'jasmine leaf', 'patchouli', 'palisander rosewood']","It smells like a sweet and tangy mix of citrus fruits, with a subtle hint of wet leaves and forest floor."
"['lime', 'bergamot', 'mandarin orange', 'basil', 'thyme', 'iris', 'lilac', 'vetiver', 'patchouli']","It smells like citrus peel and light florals at first, then shifts into damp soil and wet leaves."
"['amalfi lemon', 'basil', 'tangerine', 'tincture of rose', 'ylang-ylang', 'musk', 'ambrette (musk mallow)', 'tonka bean']","It smells like a burst of citrus, followed by a subtle sweetness of fresh basil and the warmth of tangerine, with a dry, woody undertone and a hint of skin-like musk."
"['bergamot', 'orange', 'mandarin orange', 'litsea cubeba', 'oolong tea', 'nutmeg', 'fig', 'musk']","It smells like a sweet and tangy citrus mix of bergamot and orange, with a hint of musk and warm resin."
"['amalfi lemon', 'grapefruit', 'bergamot', 'elemi resin', 'ginger', 'vetiver', 'virginia cedar', 'lavender', 'rosemary', 'sandalwood']","It smells like a combination of citrus peel, warm resin, and dry wood, with hints of ginger and lavender."
