all_notes,target_description
"['cherry', 'saffron', 'black pepper', 'black leather', 'violet', 'jasmine', 'tonka bean', 'palo santo', 'patchouli', 'heliotrope']","It smells like sweet cherry and soap at first, then earthy wet leaves and sawdust."
"['cherry', 'rum', 'saffron', 'nutmeg', 'cinnamon', 'rose', 'jasmine', 'vanilla', 'tonka bean', 'ambroxan', 'sandalwood', 'oak', 'benzoin', 'patchouli', 'cypress']","It smells like sweet cherry and warm vanilla, with a hint of dry wood and a subtle smokiness."
"['sour cherry', 'wheat', 'red apple', 'jasmine', 'beeswax', 'lavender', 'cherry', 'heliotrope', 'musk', 'ambergris']","It smells like sour cherry and soap, with notes of dry grass and a hint of glue."
"['cherry', 'tuberose', 'pomegranate', 'rose', 'powdery notes']","It smells like sweet cherry and soap, with hints of juicy pomegranate and powdery rose."
"['cherry', 'almond', 'bergamot', 'smoke', 'rose', 'tea', 'iris', 'leather', 'patchouli', 'tonka bean']","It smells like juicy cherry and soap at first, then warm tea and leather, with subtle hints of damp soil and smoky woods."
"['pink pepper', 'bergamot', 'mandarin orange', 'rose', 'jasmine', 'lily-of-the-valley', 'musk', 'amber', 'cherry liqueur']","It smells like cherry liqueur sweetness and citrusy orange peel at first, then floral soap and clean laundry."
"['cherry', 'bitter almond', 'liquor', 'plum', 'almond', 'peru balsam', 'damask rose', 'jasmine', 'cherry', 'vanilla', 'cedar', 'sandalwood', 'patchouli']","It smells like sweet cherry and juicy plum at first, then warm vanilla and sawdust, with hints of forest floor and dry wood."
"['cherry', 'cherry blossom', 'musk', 'woody notes']","It smells like sweet cherry and fresh laundry at first, then juicy fruit and warm skin."
"['milk', 'cacao', 'almond', 'cloves', 'lime', 'cherry', 'raspberry', 'jasmine', 'vanilla', 'amber']","It smells like a mix of juicy cherry and tart lime at first, then warm glue and crushed leaves, finishing with a hint of sawdust and dry wood."
"['maraschino cherry', 'pink pepper', 'mandarin orange', 'gardenia', 'amaryllis', 'jasmine', 'vanilla', 'musk', 'sandalwood']","It smells like a combination of sweet mandarin orange and juicy pink pepper, with a subtle hint of vanilla and a dry, woody base that resembles sawdust and sandalwood."
"['cherry', 'bitter almond', 'rose', 'pistachio', 'cherry blossom', 'heliotrope', 'vanilla', 'musk', 'sandalwood', 'tonka bean', 'cedar']","It smells like cherry blossom, sweet vanilla, and a hint of skin musk at first, then warm sandalwood and crushed leaves, finally settling into a smooth cedarwood and a subtle metallic water note."
"['green tea', 'bergamot', 'cherry', 'lilac', 'jasmine', 'powdery notes']","It smells like citrus peel and soap at first, then it gives off a sweet and slightly powdery scent, similar to cherry blossoms and clean laundry."
"['sour cherry', 'cherry', 'pistachio', 'cherry blossom', 'almond', 'sandalwood', 'musk']","It smells like sweet cherry and juicy fruit at first, then warm sandalwood and soft musk."
"['cherry', 'rose petals', 'musk']","It smells like cherry candies, rose petal soap, and skin."
"['cherry', 'strawberry', 'heliotrope', 'iris', 'cedar', 'hay', 'rose', 'olibanum', 'agarwood (oud)', 'sandalwood']","It smells like sweet cherry and juicy strawberry at first, then rose and hay, with a dry wood and pencil shavings undertone."
"['black cherry', 'sour cherry', 'cherry liqueur', 'almond', 'raspberry', 'plum', 'damask rose', 'jasmine sambac', 'cloves', 'patchouli', 'vanilla', 'vetiver', 'cedar']","It smells like a blend of tart cherry and sweet vanilla, with hints of damp soil and dry wood."
"['neroli', 'coconut', 'peach', 'cherry', 'dark chocolate', 'jasmine', 'sandalwood', 'musk']","It smells like sweet coconut, juicy peach, and dark chocolate."
"['cherry extract', 'liquor', 'bitter almond', 'sour cherry', 'turkish rose', 'jasmine sambac', 'tonka bean', 'peru balsam', 'sandalwood', 'vetiver', 'cedar']","It smells like sweet cherry and sour fruit at first, then bitter almond and glue, finishing with dry wood and damp soil."
"['bergamot', 'cherry', 'rose', 'cassis', 'guarana', 'iris', 'black vanilla husk', 'patchouli', 'amber', 'white musk']","It smells like citrus and soap, then sweet and slightly smoky, with hints of wet leaves and earthy sawdust."
"['peach', 'black currant', 'mandarin orange', 'bergamot', 'dark chocolate', 'rose', 'violet', 'vanilla', 'white musk', 'cedar']","It smells like sweet mandarin orange and ripe peach at first, then dark chocolate and warm vanilla, finishing with a subtle hint of sawdust and dry wood."
"['dark chocolate', 'jasmine', 'teak wood', 'cedar', 'chocolate', 'milk', 'vanilla', 'musk']","It smells like dark chocolate and vanilla at first, then milk and sawdust."
"['mandarin orange', 'chocolate', 'chocolate flower', 'vanilla']","It smells like juicy orange, sweet caramel, and a hint of glue."
"['milk chocolate', 'green apple', 'mandarin orange', 'dark chocolate', 'vanilla flower', 'sandalwood', 'white musk', 'praline']","It smells like green apple and praline at first, then mandarin orange and vanilla flower, finally finishing with a sweet and woody dry down of sandalwood and white musk."
"['watermelon', 'mandarin orange', 'bergamot', 'lotus', 'jasmine', 'rose', 'mexican chocolate', 'rice', 'patchouli']","It smells like sweet and juicy watermelon at first, then fresh mandarin orange and warm bergamot, with a dry and earthy patchouli undertone."
"['chocolate', 'plum', 'bergamot', 'iris', 'ambrette (musk mallow)', 'osmanthus', 'jasmine', 'rose', 'oakmoss', 'vanilla', 'amber', 'musk', 'leather', 'patchouli']","It smells like rich, juicy fruit and warm sugar at first, then it settles into a blend of glue, sawdust, and clean laundry."
"['blood orange', 'calabrian bergamot', 'dark chocolate', 'coffee', 'madagascar vanilla', 'pancake', 'maple sap']","It smells like a combination of juicy blood orange and sweet maple sap, with a subtle hint of dark chocolate and a lingering note of sawdust."
"['dark chocolate', 'italian mandarin', 'brazilian orange', 'hazelnut', 'amberwood', 'tahitian vanilla', 'musk', 'ambergris']","It smells like citrus peel, warm sugar, and clean laundry at first, then it becomes a mix of sawdust, glue, and smoky resin."
"['peach', 'citruses', 'plum', 'bergamot', 'mandarin orange', 'cinnamon', 'jasmine', 'lily-of-the-valley', 'vanille', 'sandalwood', 'amber', 'musk']","It smells like a combination of juicy peach and sweet vanilla at first, with a hint of citrusy mandarin orange, followed by a subtle dryness like sawdust and a soft, skin-like musk."
"['cinnamon', 'tangerine', 'plum', 'mimosa', 'amber', 'patchouli']","It smells like citrus peel and sweet, then warm plastic and crushed leaves."
"['bergamot', 'cinnamon', 'juniper berries', 'incense']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['cinnamon', 'pomelo', 'neroli', 'tobacco']","It smells like citrus peel and soap at first, then warm cinnamon and sweet pomelo, with a subtle hint of dry tobacco leaves."
"['apple', 'violet leaf', 'bergamot', 'cinnamon', 'pink pepper', 'geranium', 'musk', 'cedar', 'amber']","It smells like a sweet and tangy citrus fruit, followed by a hint of soap and a lingering scent of sawdust and smoke."
"['bergamot', 'lavender', 'cinnamon', 'leather', 'mimosa', 'guaiac wood', 'tobacco', 'opoponax', 'oakmoss']","It smells like citrus and soap, then warm spices and dry leaves."
"['mandarin orange', 'patchouli', 'bergamot', 'cinnamon', 'amber', 'virginia cedar', 'leather', 'musk', 'woodsy notes']","It smells like citrus and sweet soap at first, then warm glue and sawdust."
"['sicilian lemon', 'apple', 'cedar', 'bellflower', 'bamboo', 'jasmine', 'white rose', 'cedar', 'musk', 'amber']","It smells like a combination of tart citrus and sweet soap at first, followed by a subtle hint of rubber and a dry, woody scent like sawdust."
"['orange', 'mandarin orange', 'bergamot', 'orange blossom', 'turkish rose', 'jasmine', 'mimosa', 'ylang-ylang', 'patchouli', 'white musk', 'vanilla', 'vetiver', 'tonka bean', 'opoponax']","It smells like a combination of juicy orange and sweet vanilla at first, then earthy damp soil and crushed leaves, finishing with a subtle hint of clean laundry."
"['orange', 'grapefruit', 'pepper', 'pelargonium', 'flint', 'vetiver', 'cedar', 'patchouli', 'benzoin']","It smells like a mix of citrus peel, soap, and forest floor, with notes of damp soil and sawdust."
"['lime', 'lemon', 'bergamot', 'jasmine', 'orange', 'mandarin orange', 'neroli', 'sea notes', 'jasmine', 'calone', 'rosemary', 'peach', 'freesia', 'hiacynth', 'cyclamen', 'violet', 'coriander', 'rose', 'nutmeg', 'mignonette', 'white musk', 'cedar', 'oakmoss', 'patchouli', 'amber']","It smells like citrus and sugar at first, then warm plastic, forest floor, and crushed leaves."
"['grapefruit', 'lemon', 'mint', 'pink pepper', 'ginger', 'nutmeg', 'jasmine', 'iso e super', 'incense', 'vetiver', 'cedar', 'sandalwood', 'patchouli', 'labdanum', 'white musk']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['lemon', 'green notes', 'bergamot', 'mandarin orange', 'pineapple', 'cardamom', 'papaya', 'lily-of-the-valley', 'jasmine', 'violet', 'rose', 'nutmeg', 'orris root', 'freesia', 'green accord', 'musk', 'cedar', 'sandalwood', 'oakmoss', 'green tea', 'amber']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['lemon', 'pineapple', 'bergamot', 'black currant', 'apple', 'birch', 'jasmine', 'rose', 'musk', 'ambergris', 'patchouli', 'vanilla']","It smells like citrus peel, sweet caramel, and soap at first, then warm glue and sawdust."
"['citruses', 'bergamot', 'lemon', 'cedar', 'mandarin orange', 'iris', 'patchouli', 'vetiver', 'jasmine', 'rose', 'vanilla', 'incense', 'leather', 'opoponax', 'civet', 'sandalwood', 'tonka bean', 'musk']","It smells like citrus peel, soap, and juicy fruit at first, then damp soil, sawdust, and skin."
"['lemon', 'bergamot', 'neroli', 'rose de mai', 'hyacinth', 'cedar', 'clary sage', 'geranium', 'tonka bean', 'musk', 'amber']","It smells like citrusy lemon and sweet soap at first, then warm rubber and dry wood."
"['yuzu', 'lemon', 'bergamot', 'lemon verbena', 'mandarin orange', 'cypress', 'calone', 'coriander', 'tarragon', 'sage', 'blue lotus', 'nutmeg', 'lily-of-the-valley', 'bourbon geranium', 'saffron', 'ceylon cinnamon', 'mignonette', 'tahitian vetiver', 'musk', 'cedar', 'sandalwood', 'amber', 'tobacco']","It smells like citrus peel, soap, and tart fruit at first, then warm glue, damp soil, and dry wood."
"['amalfi lemon', 'lime', 'granny smith apple', 'praline', 'peony', 'datura', 'apple tree', 'musk', 'virginia cedar']","It smells like citrus peel, juicy tart apple, and sweet caramel at first, then warm skin and sawdust."
"['italian orange', 'jasmine', 'bitter orange', 'jasmine', 'orange blossom', 'ginger', 'honey', 'vanilla', 'sandalwood']","It smells like citrus peel and soap at first, then orange and ginger, with a subtle sweetness and a dry, wooden finish."
"['grapefruit', 'lemon', 'mint', 'pink pepper', 'bergamot', 'aldehydes', 'coriander', 'ginger', 'nutmeg', 'jasmine', 'melon', 'incense', 'amber', 'cedar', 'sandalwood', 'patchouli', 'amberwood', 'labdanum']","It smells like citrus and soap at first, then sweet rubber, smoke, and sawdust."
"['lemon', 'bergamot', 'carambola (star fruit)', 'cardamom', 'brazilian rosewood', 'cedar', 'tarragon', 'sage', 'pepper', 'musk', 'woodsy notes', 'saffron', 'amber', 'sycamore']","It smells like citrus peel and soap at first, then rubber and sawdust."
"['black currant', 'orange', 'mandarin orange', 'grapefruit', 'cassia', 'bergamot', 'rose', 'apricot', 'jasmine', 'lily', 'lily-of-the-valley', 'vanilla', 'tonka bean', 'musk', 'amber', 'virginia cedar']","It smells like a mix of juicy orange and sweet vanilla at first, then a hint of floral soap and a subtle musky skin note."
"['lemon', 'bergamot', 'mint', 'orange peel', 'rhubarb', 'jasmine', 'oakmoss', 'musk', 'fennel', 'carnation', 'white amber', 'green tea', 'jasmine', 'oakmoss', 'musk', 'celery seeds', 'caraway', 'cloves', 'amber']","It smells like citrus peel, soap, and mint at first, then warm plastic and sawdust."
"['grapefruit', 'green mango', 'tomato', 'carrot', 'lotus', 'bulrush', 'orange', 'hiacynth', 'peony', 'musk', 'iris', 'incense', 'labdanum', 'cinnamon']","It smells like a combination of juicy orange and green mango, with notes of warm glue and damp soil."
"['orange', 'sea notes', 'aldehydes', 'blood mandarin', 'pepper', 'neroli', 'cedar', 'vanilla', 'tonka bean', 'white musk', 'amber', 'vetiver', 'elemi resin']","It smells like citrus peel, sugar, and soap at first, then warm plastic and sawdust."
"['grapefruit', 'orange', 'lemon', 'red currant', 'sugar cane', 'bulrush', 'lily-of-the-valley', 'tea rose', 'cinnamon', 'musk', 'cedar', 'thanaka wood']","It smells like citrus peel, soap, and sweet candy-like fruit at first, then dry wood and sawdust."
"['sea notes', 'grapefruit', 'mandarin orange', 'bay leaf', 'jasmine', 'ambergris', 'guaiac wood', 'oakmoss', 'patchouli']","It smells like citrus and soap at first, then warm plastic, sawdust, and damp earth."
"['lemon', 'bergamot', 'star anise', 'olive blossom', 'guaiac wood', 'leather', 'tonka bean', 'tobacco']","It smells like citrusy lemon and floral soap at first, then it becomes a blend of sweet tobacco and smoky incense."
"['bergamot', 'citruses', 'green mandarin', 'fig', 'pear', 'cardamom', 'lily', 'jasmine', 'narcissus', 'virginia cedar', 'musk', 'olive tree', 'sandalwood']","It smells like a mix of citrus peel and soap at first, followed by a sweet and slightly smoky scent, with hints of dry wood and skin."
"['mandarin orange', 'madagascar pepper', 'lemon', 'chinotto', 'rosemary', 'geranium', 'rose', 'pepperwood\x99', 'vanilla', 'tonka bean', 'sandalwood', 'texas cedar', 'patchouli', 'oakmoss']","It smells like juicy mandarin and sweet vanilla at first, then dry sawdust and warm glue."
"['lemon verbena', 'iris', 'violet leaf', 'ambergris', 'sandalwood']","It smells like citrus peel, soap, and crushed leaves at first, then warm plastic and pencil shavings."
"['bergamot', 'mandarin orange', 'green tea', 'black currant', 'musk', 'sandalwood', 'petitgrain', 'galbanum']","It smells like citrus peel, fresh soap, and slightly sweet candy at first, then warm rubber and sawdust."
"['mandarin orange', 'orange', 'petitgrain', 'seaweed', 'lavender', 'cotton flower', 'virginia cedar', 'woodsy notes', 'patchouli', 'clary sage', 'amber']","It smells like a combination of citrus peel and soap at first, then wet leaves and forest floor, with a hint of warm plastic and glue."
"['green notes', 'grapefruit', 'spices', 'bergamot', 'lavender', 'petitgrain', 'ginger', 'violet', 'gardenia', 'sage', 'musk', 'sandalwood', 'incense', 'vetiver', 'guaiac wood', 'labdanum']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['orange', 'blood grapefruit', 'indian mandarin', 'bergamot', 'apple', 'plum', 'lily-of-the-valley', 'freesia', 'orchid', 'rose', 'mimosa', 'lily', 'magnolia', 'musk', 'amber']","It smells like citrus peel and sweet fruit at first, then warm plastic and crushed leaves."
"['pink grapefruit', 'sicilian bergamot', 'red currant leaf', 'cactus', 'orchid', 'vanilla', 'red cedar', 'amber']","It smells like a mix of juicy and tart citrus, followed by a sweet and powdery floral note, and finally, a dry and woody finish with notes of glue and sawdust."
"['blood orange', 'bergamot', 'lavender', 'cinnamon', 'licorice', 'jasmine', 'caramel', 'vanille', 'musk']","It smells like citrus peel and soap at first, then caramel, dry wood, and skin."
"['blood orange', 'black currant', 'clementine', 'pear', 'mandarin orange', 'ginger', 'ginger flower', 'tuberose', 'freesia', 'hibiscus seed', 'vanilla', 'sandalwood', 'musk', 'california cedar']","It smells like citrus peel, soap, and sweet fruit at first, then warm spices and dry wood."
"['clementine', 'bitter orange', 'orange blossom', 'green tea', 'ivy', 'mandarin orange', 'basil', 'chamomile', 'peony', 'sandalwood', 'amber']","It smells like citrusy sweetness and soap at first, then warm plastic and sawdust."
"['coconut', 'lime', 'white bergamot', 'sicilian mandarin', 'ginger', 'ylang-ylang', 'indian jasmine', 'hibiscus', 'white rum', 'sugar cane', 'musk']","It smells like sweet citrus and soap at first, then warm rubber and smoky sawdust."
"['bitter orange', 'red currant', 'pink pepper', 'green tea', 'peony', 'jasmine', 'violet', 'cedar', 'musk', 'oakmoss', 'amber']","It smells like a combination of tart citrus, followed by a sweet and powdery floral, and finally, a subtle woody dryness with hints of sawdust and a touch of musky skin."
"['bergamot', 'mandarin orange', 'lemon', 'bitter orange', 'lavender', 'rosemary', 'myrtle', 'african orange flower', 'neroli', 'jasmine', 'pitosporum', 'amber', 'angelica', 'ambrette (musk mallow)']","It smells like citrus peel and soap at first, then warm plastic and dry wood."
"['apple tree blossom', 'mandarin orange', 'camelia', 'black currant', 'lemon', 'honeysuckle', 'grapefruit', 'rose', 'lily', 'mint', 'violet', 'magnolia', 'jasmine', 'cedar', 'sandalwood', 'leather']","It smells like citrus peel, soap, and juicy fruit at first, then honey, warm plastic, and sawdust."
"['orange', 'grapefruit', 'flint', 'woodsy notes', 'oak moss', 'benzoin']","It smells like juicy grapefruit, warm sugar, and damp soil."
"['lemon', 'rosemary', 'bergamot', 'neroli', 'pineapple', 'jasmine', 'oakmoss', 'cyclamen', 'coriander', 'musk', 'oakmoss', 'cedar', 'sandalwood', 'cardamom', 'brazilian rosewood', 'tonka bean']","It smells like citrus peel, warm sugar, and soap at first, then smoky wood and sawdust."
"['grapefruit', 'bergamot', 'sicilian mandarin', 'juniper', 'pepper', 'rosemary', 'brazilian rosewood', 'musk', 'incense', 'oakmoss']","It smells like citrus peel, soap, and tart fruit at first, then glue, smoke, and sawdust."
"['grapefruit', 'bergamot', 'citron', 'lemon', 'fig nectar', 'jasmine', 'pink pepper', 'fig tree', 'cedar', 'benzoin']","It smells like citrus peel and soap at first, then rubber and sawdust."
"['lemon', 'peach', 'ginger', 'mandarin orange', 'lavender', 'bergamot', 'pepper', 'cedar', 'patchouli', 'vetiver', 'brazilian rosewood', 'rose', 'jasmine', 'gardenia', 'freesia', 'anise', 'vanilla', 'tonka bean', 'sandalwood', 'coconut', 'amber', 'benzoin', 'musk', 'leather', 'oakmoss']","It smells like citrus and sweet soap at first, then warm glue, followed by damp soil and dry wood."
"['amalfi lemon', 'pear', 'bergamot', 'neroli', 'mimosa', 'freesia', 'water lily', 'african orange flower', 'musk', 'guaiac wood', 'amber']","It smells like a combination of citrus peel, soap, and juicy pear, with subtle hints of warm glue and dry sawdust."
"['aldehydes', 'lemon', 'neroli', 'mandarin orange', 'bergamot', 'orange', 'lime', 'ylang-ylang', 'jasmine', 'may rose', 'white musk', 'orris root', 'cedar', 'vanila']","It smells like citrus peel, soap, and a hint of sweet caramel at first, then bergamot and vanilla notes emerge, with a subtle dry wood undertone."
"['lemon', 'mandarin orange', 'peach', 'passionfruit', 'bergamot', 'honeysuckle', 'jasmine', 'magnolia', 'freesia', 'water lily', 'orange blossom', 'peony', 'may rose', 'vanilla', 'sandalwood', 'amber', 'vetiver', 'patchouli']","It smells like citrus peel, juicy mandarin, and sweet caramel at first, then earthy damp soil and warm glue."
"['fruity notes', 'yuzu', 'amalfi lemon', 'jasmine', 'african orange flower', 'lotus', 'vanille', 'sandalwood', 'patchouli', 'virginia cedar']","It smells like a combination of juicy, tart citrus and sweet, caramel-like fruit, with hints of sawdust and warm glue."
"['orange', 'bergamot', 'grapefruit', 'litchi', 'rose', 'italian jasmine', 'patchouli', 'tahitian vetiver', 'bourbon vanilla', 'white musk']","It smells like citrus peel, sweet orange, and juicy grapefruit at first, then earthy wet leaves and damp soil."
"['calabrian bergamot', 'grapefruit blossom', 'musk']","It smells like citrus peel, soap, and sweet candy at first, then musky skin and clean laundry."
"['grapefruit', 'bergamot', 'pink pepper', 'water notes', 'lavender', 'cardamom', 'white musk', 'white woods', 'cashmere wood', 'oakmoss']","It smells like a combination of citrusy sweetness, soap, and candy-like fruit, with a subtle dry wood and glue undertone."
"['grapefruit', 'lemon', 'watery notes', 'white flowers', 'gardenia', 'green notes', 'sweet pea', 'musk', 'woody notes']","It smells like citrus peel and sugar at first, then gardenia and soap, with a subtle undertone of skin and dry wood."
"['bergamot', 'ginger', 'mandarin orange', 'cardamom', 'lily', 'jasmine', 'violet leaf', 'pink pepper', 'rose', 'peony', 'black currant', 'woody notes', 'oakmoss', 'white musk', 'palisander rosewood', 'amber', 'vanilla', 'praline']","It smells like citrus peel, soap, and juicy orange at first, then warm glue, sawdust, and caramel."
"['grapefruit', 'pineapple', 'bergamot', 'orange', 'rose', 'freesia', 'red apple', 'lotus', 'hyacinth', 'gardenia', 'lily-of-the-valley', 'violet', 'orris', 'patchouli', 'cedar', 'musk', 'amber', 'incense', 'pine']","It smells like citrus peel and sweet orange, with notes of wet leaves and forest floor, and a subtle hint of soap and clean laundry."
"['amalfi lemon', 'bergamot', 'neroli', 'magnolia', 'jasmine', 'iris', 'musk']","It smells like citrus peel and soap at first, then warm plastic and crushed leaves."
"['neroli', 'bergamot', 'petitgrain', 'african orange flower', 'musk']","It smells like citrus peel, soap, and sweet candy at first, then warm rubber and smoky resin."
"['sicilian mandarin', 'watery notes', 'neroli', 'olibanum', 'indonesian patchouli leaf']","It smells like a combination of citrus peel, soap, and sweet water at first, followed by notes of wet leaves and forest floor."
"['sicilian orange', 'calabrian bergamot', 'lemon', 'rose', 'fruity notes', 'jasmine', 'patchouli', 'madagascar vanilla', 'tonka bean', 'white musk', 'labdanum']","It smells like a mix of citrus peel and soap at first, with notes of sweet and tangy fruit, followed by the scent of damp soil and old books."
"['lavender', 'lemon zest', 'amalfi lemon', 'lavender', 'earthy notes', 'apple', 'smoke', 'patchouli', 'vanilla', 'lavender', 'vetiver']","It smells like citrus peel, soap, and caramel at first, then damp soil and sawdust."
"['mandarin orange', 'lime', 'sea notes', 'lemon', 'green notes', 'freesia', 'jasmine', 'lily-of-the-valley', 'rose', 'cypress', 'musk', 'cedar', 'guaiac wood']","It smells like a mix of citrus fruits, such as mandarin orange and lime, with a sweet undertone of caramel and candy, followed by a dry wood and sawdust note."
"['pink pepper', 'mandarin orange', 'cardamom', 'bergamot', 'tea', 'iris', 'bellflower', 'white musk', 'vetiver', 'cedar']","It smells like sweet citrus and floral soap at first, then a mix of juicy mandarin and crushed green leaves, with a dry wood and sawdust base that lingers."
"['lemon', 'orange', 'grapefruit', 'bergamot', 'pear', 'green notes', 'rose', 'magnolia', 'false jasmine', 'jasmine', 'honeysuckle', 'lily-of-the-valley', 'musk', 'patchouli', 'amber']","It smells like a combination of citrus fruits, sweet citrus peel, and soap, with hints of dry leaves and warm plastic."
"['lemon', 'granny smith apple', 'jasmine', 'marigold', 'musk', 'amberwood']","It smells like citrus peel and sugar at first, then fresh laundry and dry wood."
"['bergamot', 'mandarin orange', 'jasmine', 'grasse rose', 'peach', 'cassis', 'white musk', 'sandalwood', 'cedar', 'patchouli', 'benzoin']","It smells like a mix of citrus peel, soap, and juicy peach at first, then warm glue and damp soil."
"['sicilian lemon', 'pomegranate', 'calabrian bergamot', 'lemon blossom', 'jasmine sambac', 'jasmine', 'peony', 'musk', 'ambroxan', 'woodsy notes', 'sandalwood']","It smells like a combination of citrus peel and soap at first, then it shifts to a sweet, fruity aroma with hints of rubber and smoky notes that eventually settle into a dry, woody scent with sawdust undertones."
"['grapefruit', 'freesia', 'orange', 'bergamot', 'pomegranate', 'lotus', 'watermelon', 'pineapple', 'lily-of-the-valley', 'white musk', 'cedar', 'sandalwood']","It smells like citrusy orange, sweet pineapple, and a hint of soap."
"['citruses', 'bergamot', 'neroli', 'mandarin orange', 'lavender', 'sage', 'pepper', 'tobacco', 'tonka bean', 'cedar']","It smells like citrus peel, soap, and sweet candy-like fruit at first, then warm rubber and smoky sawdust."
"['lemon', 'brazilian rosewood', 'orange', 'bergamot', 'lime', 'tangerine', 'basil', 'rose', 'carnation', 'sandalwood', 'cinnamon', 'patchouli', 'jasmine', 'cedar', 'vanilla', 'leather', 'amber', 'benzoin', 'oakmoss', 'labdanum']","It smells like citrus peel, soap, and sweet caramel at first, then warm plastic, sawdust, and slightly damp earth."
"['grapefruit', 'bergamot', 'cassia', 'petitgrain', 'neroli', 'patchouli', 'vanilla']","It smells like tart citrus and soap at first, then wet leaves and forest floor."
"['grapefruit', 'orange', 'bergamot', 'pink pepper', 'almond', 'neroli', 'vetiver', 'white musk']","It smells like a balance of citrus peel, soap, and juicy fruit, with undertones of damp soil and sawdust."
"['sicilian lemon', 'bergamot', 'hiacynth', 'brazilian rosewood', 'honeysuckle', 'jasmine', 'oakmoss', 'vetiver']","It smells like a combination of citrus peel, soap, and honey at first, then develops into a subtle blend of damp soil, roots, and a hint of sweet sugar."
"['lemon', 'green apple', 'bergamot', 'tagetes', 'peach blossom', 'jasmine', 'cedar', 'musk', 'amber']","It smells like bright citrus peel, green apple, and soap at first, then warm rubber and sweet caramel."
"['bergamot', 'grapefruit', 'orange', 'neroli', 'iris', 'hyacinth', 'jasmine', 'freesia', 'rose', 'lily-of-the-valley', 'vanille', 'tonka bean']","It smells like citrus peel, soap, and juicy grapefruit at first, then warm vanilla and sweet caramel."
"['bergamot', 'mandarin orange', 'elemi', 'sandalwood', 'olibanum', 'tonka bean', 'vanilla']","It smells like citrus peel, followed by a sweet and powdery scent, then a subtle hint of dry wood and a touch of vanilla."
"['bergamot', 'tea', 'tunisian neroli', 'lemon', 'lime', 'orange', 'tiare flower', 'orange blossom', 'heliotrope', 'pepper', 'ylang-ylang', 'white amber', 'cashmeran', 'vanilla', 'sandalwood', 'white musk']","It smells like citrus peel, soap, and juicy orange at first, then rubber, warm plastic, and dry wood."
"['calabrian bergamot', 'bergamot', 'tunisian orange blossom', 'ambrofix\x99', 'patchouli']","It smells like citrusy orange and sweet soap at first, then earthy wet leaves and dry wood."
"['blood orange', 'grapefruit', 'citruses', 'jasmine', 'white musk', 'vetiver', 'cedar', 'iris']","It smells like a combination of juicy, tart grapefruit and sweet, sugary candy, with a dry, woody undertone and a hint of damp soil."
"['pink pepper', 'bay leaf', 'orange', 'green mandarin', 'black currant', 'magnolia', 'peony', 'iris', 'lily-of-the-valley', 'vanilla', 'white sandalwood', 'amber', 'musk', 'virginia cedar']","It smells like citrus peel and soap at first, then warm plastic and crushed leaves."
"['blood orange', 'bitter orange', 'blood mandarin', 'african geranium', 'egyptian jasmine', 'madagascar pepper', 'sandalwood', 'amber', 'tonka bean', 'texas cedar']","It smells like blood orange, followed by a sweet and tangy combination of juicy fruit and soap, with a dry wood and glue undertone."
"['grapefruit', 'lemon', 'bergamot', 'lime', 'thyme', 'artemisia', 'galbanum', 'vetiver', 'juniper berries', 'black currant', 'apple', 'pink pepper', 'cedar', 'cypriol oil or nagarmotha', 'lily-of-the-valley', 'rose', 'jasmine', 'ambergris', 'leather', 'vanilla', 'benzoin', 'labdanum']","It smells like a combination of citrus peel, soap, and crushed leaves at first, with notes of glue and sawdust emerging later."
"['lemon', 'bergamot', 'mandarin orange', 'orange blossom', 'jasmine sambac', 'indian vanilla', 'tahitian vanilla', 'white musk']","It smells like citrus peel, followed by a sweet and tangy aroma of juicy orange, and finally, a subtle hint of fresh cut grass and clean laundry."
"['lemon', 'anise', 'bergamot', 'grapefruit', 'jasmine', 'cacao', 'patchouli', 'sandalwood', 'tea', 'cedar', 'lavender', 'natural musk', 'hibiscus seed', 'elemi resin']","It smells like citrus peel, sugar, and soap at first, then warm plastic, sawdust, and crushed leaves."
"['clementine', 'mandarin orange', 'lemon', 'bergamot', 'thyme', 'marjoram', 'petitgrain', 'ginger', 'woody notes', 'musk', 'orris root', 'amber']","It smells like citrus peel and soap at first, then warm plastic, smoke, and sawdust."
"['lavender', 'amalfi lemon', 'african orange flower', 'virginia cedar', 'patchouli', 'vanilla']","It smells like a mix of bright, citrusy peel and floral soap at first, then warm rubber and smoky embers followed by the earthy scent of sawdust."
"['citron', 'grapefruit', 'bergamot', 'aldehydes', 'peach', 'rose', 'rose water', 'violet', 'peony', 'lily-of-the-valley', 'freesia', 'magnolia', 'jasmine', 'patchouli', 'cedar', 'oakmoss', 'white musk', 'amber', 'labdanum']","It smells like citrus peel and soap at first, then it turns sweet like caramel and sugar, and finally it's like walking through a forest with wet leaves and forest floor."
"['tea leaf', 'cranberry', 'lemon', 'grapefruit', 'orange', 'jasmine sambac', 'peony', 'water lily', 'rose', 'hedione', 'white musk', 'white woods', 'patchouli', 'amberwood', 'vanilla']","It smells like citrusy orange and sweet soap at first, then warm glue and damp earth."
