all_notes,mainaccord1,embedding_id
"['green notes', 'floral notes', 'chrysanthemum', 'violet', 'spices', 'incense', 'ash', 'woodsy notes']",smoky,20868
"['mimosa', 'violet leaf', 'cyclamen', 'bitter orange blossom', 'angelica', 'narcissus', 'orris', 'amber']",yellow floral,10971
"['bergamot', 'mandarin orange', 'aldehydes', 'fruity notes', 'ylang-ylang', 'mimosa', 'rose', 'jasmine', 'lily-of-the-valley', 'clove', 'cinnamon', 'nutmeg', 'benzoin', 'vanilla', 'tonka bean', 'frankincense', 'patchouli', 'sandalwood', 'tolu balsam', 'amber', 'musk']",yellow floral,10356
"['lily', 'jasmine', 'magnolia', 'woodsy notes', 'amber', 'ylang-ylang', 'sandalwood', 'white honey', 'pepper', 'mandarin orange']",woody,9586
"['green leaves', 'mango', 'passionfruit', 'fir', 'red currant', 'heliotrope', 'hyacinth', 'ylang-ylang', 'hog plum', 'jasmine', 'rose', 'papaya', 'vanilla', 'musk', 'amber', 'princess tree or paulownia', 'allspice']",tropical,4536
"['saffron', 'cinnamon', 'agarwood (oud)', 'rose', 'agarwood (oud)', 'amber', 'cedarwood']",oud,14469
"['bergamot', 'violet leaves', 'mandarin orange', 'tuberose', 'rose', 'jasmine', 'ylang-ylang', 'neroli', 'orris', 'cedar', 'sandalwood']",tuberose,13109
"['green mandarin', 'italian lemon', 'violet leaf', 'eucalyptus', 'bulgarian rose', 'musk', 'patchouli', 'madagascar vanilla', 'amber']",ozonic,2243
"['sour cherry', 'almond', 'red berries', 'bergamot', 'licorice', 'rose', 'tea', 'taif rose', 'vanilla', 'anise', 'tonka bean', 'patchouli', 'iris']",sweet,2642
"['brazilian orange', 'raspberry', 'sicilian lemon', 'rose', 'petitgrain paraguay', 'red thyme', 'honeysuckle', 'leather', 'guaiac wood', 'atlas cedar']",leather,21015
"['grapefruit', 'orange blossom', 'sage', 'nutmeg', 'orris root', 'pimento', 'vetiver', 'woodsy notes', 'oakmoss', 'amber']",woody,19533
"['lemon', 'bergamot', 'mint', 'orange peel', 'rhubarb', 'jasmine', 'oakmoss', 'musk', 'fennel', 'carnation', 'white amber', 'green tea', 'jasmine', 'oakmoss', 'musk', 'celery seeds', 'caraway', 'cloves', 'amber']",citrus,6271
"['fruity notes', 'lily', 'tuberose', 'jasmine', 'tincture of rose', 'white honey', 'vanille', 'patchouli', 'woodsy notes']",honey,14881
"['galbanum', 'neroli', 'mandarin orange', 'iris', 'jasmine', 'vetiver', 'musk', 'tonka bean']",iris,15932
"['cascalone', 'violet leaf', 'orris', 'mimosa', 'pear', 'paradisone', 'heliotrope', 'ambroxan', 'ylang-ylang']",yellow floral,2374
"['aldehydes', 'bulgarian rose', 'jasmine', 'amber', 'musk', 'vanilla']",aldehydic,16676
"['bergamot', 'orange', 'green notes', 'iris', 'patchouli', 'vetiver', 'rose', 'jasmine', 'vanille', 'caramel', 'tonka bean', 'musk']",vanilla,13807
"['acai berry', 'sea salt', 'driftwood']",salty,6506
"['pink pepper', 'african orange flower', 'iris', 'lilac', 'hyacinth', 'heliotrope', 'wisteria', 'powdery notes', 'rice', 'musk']",powdery,10878
"['black currant', 'pear', 'iris', 'jasmine', 'orange blossom', 'praline', 'vanilla', 'patchouli', 'tonka bean']",sweet,2511
"['chrysanthemum', 'narcissus', 'violet leaf', 'labdanum', 'carnation', 'ambergris', 'patchouli', 'moss', 'leather', 'musk']",mossy,2791
"['violet', 'bergamot', 'grapefruit', 'fig leaf', 'iris', 'vanilla', 'vetiver']",violet,10906
"['black pepper', 'bay leaf', 'bergamot', 'rum', 'woody notes', 'cinnamon', 'clary sage', 'african geranium', 'incense', 'leather', 'benzoin', 'cedar', 'patchouli']",woody,15787
"['yuzu', 'lemon', 'bergamot', 'lemon verbena', 'mandarin orange', 'cypress', 'calone', 'coriander', 'tarragon', 'sage', 'blue lotus', 'nutmeg', 'lily-of-the-valley', 'bourbon geranium', 'saffron', 'ceylon cinnamon', 'mignonette', 'tahitian vetiver', 'musk', 'cedar', 'sandalwood', 'amber', 'tobacco']",citrus,16501
"['raspberry', 'red berries', 'bergamot', 'lemon', 'violet', 'rose', 'orange blossom', 'iris', 'tonka bean', 'resins', 'musk', 'sandalwood']",violet,4721
"['apple', 'sage', 'milk', 'heliotrope', 'lily-of-the-valley', 'violet', 'jasmine', 'musk', 'benzoin', 'vetiver', 'cedar', 'amber']",lactonic,6364
"['mandarin orange', 'pink pepper', 'jasmine', 'nutmeg', 'patchouli', 'vetiver']",patchouli,6668
"['galbanum', 'ginger', 'clary sage', 'rose petals', 'mimosa absolute', 'tuberose', 'lily-of-the-valley', 'heliotrope', 'jasmine', 'mineral notes', 'oakmoss', 'hinoki wood', 'musk']",mineral,15770
"['grapefruit', 'lemon', 'watery notes', 'white flowers', 'gardenia', 'green notes', 'sweet pea', 'musk', 'woody notes']",citrus,11249
"['jasmine', 'bulgarian rose', 'orange blossom', 'musk', 'coumarin', 'cedar', 'vetiver', 'patchouli']",musky,14485
"['aldehydes', 'ylang-ylang', 'neroli', 'bergamot', 'peach', 'iris', 'jasmine', 'rose', 'lily-of-the-valley', 'sandalwood', 'vanilla', 'oakmoss', 'vetiver', 'patchouli']",woody,2624
"['vanilla orchid', 'jasmine', 'brown sugar', 'tonka bean', 'amber', 'amberwood', 'musk', 'patchouli']",sweet,17517
"['aldehydes', 'green leaves', 'raspberry', 'jasmine', 'lily-of-the-valley', 'rose', 'violet', 'orris root', 'geranium', 'musk', 'tonka bean', 'sandalwood', 'oakmoss', 'cedar', 'amber']",aldehydic,2158
"['mandarin orange', 'bergamot', 'lily-of-the-valley', 'myrhh', 'jasmine', 'opoponax', 'amber', 'patchouli', 'vanille']",amber,8705
"['bergamot', 'incense', 'jasmine', 'vanilla', 'benzoin', 'woodsy notes', 'ambroxan']",amber,21558
"['pink grapefruit', 'sicilian bergamot', 'red currant leaf', 'cactus', 'orchid', 'vanilla', 'red cedar', 'amber']",citrus,7958
"['cinnamon', 'lavender', 'bergamot', 'leather', 'mimosa', 'tobacco leaf', 'guaiac wood', 'opoponax', 'oakmoss']",tobacco,18967
"['brandy', 'anise', 'cabreuva', 'coffee', 'orange blossom', 'jasmine', 'vanilla', 'patchouli', 'musk']",coffee,15472
"['green leaves', 'guava', 'passionfruit', 'papaya', 'grapefruit', 'mango', 'mandarin orange', 'lily-of-the-valley', 'freesia', 'lily', 'marigold', 'neroli', 'jasmine', 'rose', 'oakmoss', 'vetiver', 'orris root', 'sandalwood']",tropical,5059
"['artemisia', 'bergamot', 'patchouli', 'cardamom', 'coriander', 'immortelle', 'leather', 'french labdanum', 'elemi resin', 'birch', 'vanilla', 'virginia cedar']",leather,18044
"['pear', 'bergamot', 'tuberose', 'orange blossom', 'jasmine sambac', 'patchouli', 'vanilla', 'ambroxan', 'vetiver']",white floral,10594
"['grapefruit', 'orange', 'lemon', 'red currant', 'sugar cane', 'bulrush', 'lily-of-the-valley', 'tea rose', 'cinnamon', 'musk', 'cedar', 'thanaka wood']",citrus,9318
"['galbanum', 'aldehydes', 'caraway', 'gardenia', 'bergamot', 'rose', 'carnation', 'iris', 'narcissus', 'jasmine', 'oakmoss', 'leather', 'vetiver', 'amber', 'patchouli', 'coconut']",earthy,21521
"['sea notes', 'sea salt', 'fennel', 'apple blossom', 'osmanthus', 'roasted coffee beans', 'sesame']",marine,681
"['orange blossom', 'peach', 'plum', 'neroli', 'brazilian rosewood', 'mandarin orange', 'violet', 'tuberose', 'mimosa', 'gardenia', 'ylang-ylang', 'jasmine', 'black locust', 'carnation', 'red berries', 'black currant', 'rose', 'cassia', 'orchid', 'sandalwood', 'amber', 'woody notes', 'vanilla', 'musk', 'tonka bean', 'cedar']",white floral,8292
"['mandarin orange', 'tarragon', 'rosemary', 'basil', 'anise', 'neroli', 'geranium', 'lily-of-the-valley', 'vanilla', 'almond', 'tonka bean', 'benzoin', 'cedar']",vanilla,16492
"['lavender', 'rosemary', 'neroli', 'petitgrain', 'geranium', 'clary sage', 'galbanum', 'jasmine', 'oakmoss', 'vetiver', 'cedar', 'sandalwood', 'amber']",aromatic,18177
"['honey', 'jasmine sambac', 'calabrian bergamot', 'agarwood (oud)', 'black tea', 'sandalwood', 'amber', 'musk', 'madagascar vanilla']",honey,17562
"['aldehydes', 'ylang-ylang', 'neroli', 'jasmine', 'rose', 'vanilla', 'sandalwood', 'vetiver']",aldehydic,20066
"['lemon', 'mandarin orange', 'peach', 'passionfruit', 'bergamot', 'honeysuckle', 'jasmine', 'magnolia', 'freesia', 'water lily', 'orange blossom', 'peony', 'may rose', 'vanilla', 'sandalwood', 'amber', 'vetiver', 'patchouli']",citrus,14098
"['peony', 'citruses', 'mandarin orange', 'osmanthus', 'rose', 'sandalwood', 'pink pepper', 'patchouli']",floral,2794
"['black currant', 'orange', 'mandarin orange', 'grapefruit', 'cassia', 'bergamot', 'rose', 'apricot', 'jasmine', 'lily', 'lily-of-the-valley', 'vanilla', 'tonka bean', 'musk', 'amber', 'virginia cedar']",citrus,4241
"['violet', 'sea notes', 'banana leaf', 'petitgrain', 'violet', 'magnolia', 'lily-of-the-valley', 'tuberose', 'pepper', 'incense', 'sandalwood', 'madagascar vanilla', 'myrrh']",violet,4438
"['raspberry', 'neroli', 'mandarin orange', 'orange blossom', 'jasmine', 'marshmallow', 'vanilla', 'sandalwood', 'heliotrope']",sweet,12194
"['neroli', 'pink pepper', 'bergamot', 'coffee', 'rose', 'hazelnut', 'orange blossom', 'jasmine', 'vanilla', 'amberwood', 'ambroxan', 'musk']",coffee,14556
"['aldehydes', 'jasmine', 'rose', 'iris', 'vanilla', 'woodsy notes']",aldehydic,19497
"['lemon leaf', 'bergamot', 'tamarind', 'elemi', 'white pepper', 'nutmeg', 'cardamom', 'violet', 'cedar', 'musk', 'oakmoss', 'amber']",fresh spicy,14773
"['apricot', 'kumquat', 'tangerine', 'honey', 'gardenia', 'narcissus', 'patchouli', 'sandalwood', 'musk']",honey,2924
"['quince', 'grapefruit', 'hyacinth', 'jasmine', 'musk', 'iris', 'virginia cedar', 'amber']",floral,15647
"['casablanca lily', 'gardenia', 'jasmine', 'mandarin orange', 'incense', 'fruity notes', 'white pepper', 'tobacco', 'peach', 'rose', 'sandalwood', 'patchouli', 'amber', 'vanilla']",white floral,11869
"['chrysanthemum', 'orris', 'elemi', 'rum', 'vetiver', 'rose', 'ash', 'leather', 'labdanum']",smoky,19190
"['orange blossom', 'bergamot', 'tuberose', 'indian jasmine', 'madagascar vanilla', 'white musk', 'virginian cedar']",white floral,4492
"['metallic notes', 'green leaves', 'grapefruit', 'pink rose', 'incense', 'ambergris', 'cashmere wood', 'sandalwood']",metallic,12695
"['lemon', 'cedar', 'citron', 'water hyacinth', 'pink pepper', 'jasmine', 'white musk', 'patchouli', 'vetiver', 'teak wood', 'iris', 'amber']",woody,14429
"['bergamot', 'lavender', 'cinnamon', 'leather', 'mimosa', 'guaiac wood', 'tobacco', 'opoponax', 'oakmoss']",cinnamon,7609
"['lavender', 'cinnamon', 'pineapple', 'juniper berries', 'mint', 'bergamot', 'rosemary', 'cardamom', 'coriander', 'orange blossom', 'violet', 'geranium', 'jasmine', 'raspberry', 'vanilla', 'sandalwood', 'dark chocolate', 'musk', 'amber', 'patchouli', 'vetiver', 'oakmoss']",sweet,11815
"['bergamot', 'cedarmoss', 'patchouli']",mossy,11458
"['lemon', 'bergamot', 'neroli', 'lime (linden) blossom', 'pear', 'ylang-ylang', 'musk', 'sandalwood']",yellow floral,2450
"['nutmeg', 'plum', 'mace', 'rose', 'tuberose', 'jasmine', 'orchid', 'ylang-ylang', 'orange blossom', 'sandalwood', 'amber', 'vanilla', 'cashmere wood', 'cedar', 'wormwood', 'orris']",fresh spicy,2363
"['almond blossom', 'clementine', 'cyclamen', 'jasmine', 'peony', 'amaryllis', 'vanilla', 'amber', 'benzoin', 'white musk']",floral,15123
"['magnolia', 'pear', 'lotus', 'jasmine', 'tuberose', 'cyclamen', 'musk', 'vanilla', 'white woods', 'sandalwood']",floral,4472
"['sicilian lemon', 'apple', 'cedar', 'bellflower', 'bamboo', 'jasmine', 'white rose', 'cedar', 'musk', 'amber']",citrus,6825
"['galbanum', 'birch', 'chamomile', 'angelica', 'mastic or lentisque', 'incense', 'musk', 'osmanthus', 'magnolia', 'leather', 'guaiac wood', 'oud', 'ambergris', 'vetiver', 'patchouli', 'oakmoss']",smoky,15916
"['lavender', 'tangerine', 'bergamot', 'cinnamon', 'cloves', 'musk', 'vanilla', 'tonka bean', 'amber', 'sandalwood', 'guaiac wood', 'cedar']",warm spicy,17750
"['orange', 'jasmine', 'artemisia']",herbal,8545
"['water notes', 'rosemary', 'cardamom', 'sequoia', 'musk', 'patchouli']",aquatic,738
"['coca-cola', 'grapefruit', 'cassis', 'rose', 'jasmine', 'lily-of-the-valley', 'vanilla', 'musk', 'cedar']",coca-cola,8912
"['cloves', 'pink pepper', 'orange blossom', 'chestnut', 'guaiac wood', 'juniper', 'vanilla', 'peru balsam', 'cashmeran']",balsamic,20140
"['anise', 'neroli', 'coriander', 'bergamot', 'lemon', 'heliotrope', 'carnation', 'violet', 'cloves', 'neroli', 'ylang-ylang', 'bulgarian rose', 'jasmine', 'orchid', 'tuberose', 'iris', 'vanilla', 'benzoin', 'sandalwood', 'tonka bean', 'musk', 'vetiver']",powdery,19495
"['star anise', 'pomelo', 'black pepper', 'geranium', 'iris', 'incense', 'patchouli', 'haitian vetiver', 'benzoin']",anis,8749
"['mimosa', 'bergamot', 'mimosa', 'lily', 'hiacynth', 'narcissus', 'benzoin', 'jasmine']",yellow floral,13486
